Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 352,"1.	Digital voltmeters converts ________",a) analog to digital signal,b) digital to analog signal,c) current to voltage,d) resistance to voltage,a,Explanation: In general digital voltmeters are known as DVM. They convert analog signals into digital voltage. They also display the voltage to be measured in the form of discrete numerals in place of pointer deflection.
Question 353,"2.	Digital voltmeters can be used to measure ________",a) voltage only,"b) voltage, temperature, pressure etc.",c) voltage and current,d) voltage and resistance,b,"Explanation: Digital voltmeters are used for the measurement of A.C. as well as D.C. voltages and also to measure physical quantities such as temperature, pressure, stress etc. through the use of appropriate transducer and signal conditioning circuits."
Question 354,"4.	In a DVM, a transducer converts ________",a) input to proportional current,b) input to proportional power,c) input to proportional voltage,d) input to proportional resistance,c,"Explanation: In a digital voltmeter, a transducer is used. In general a transducer converts a physical quantity into an electrical signal. In a DVM the transducer converts the input signal into proportional voltage."
Question 355,"5.	 In a DVM, a signal conditioning circuit is used ________",a) to bring current to a suitable limit,b) to bring resistance to a suitable limit,c) to bring resistance to s suitable limit,d) to bring voltage to a suitable limit,d,"Explanation: In a DVM, signal conditioning circuit is used. It converts the input signal into an voltage of suitable limit. This is done so that the voltmeter can read the magnitude of the signal correctly."
Question 356,"6.	Input range of DVM is _________",a) 1 V to 1000 V,b) 0.1 V to 10 V,c) 0.01 V to 1 V,d) 0.001 V to 0.1 V,a,"Explanation: In a DVM, the input voltage range is given as 1 V to 1000 V. It includes automatic range selection and overload indication."
Question 357,"8.	What is the effect of IC chips on DVM?",a) increase in cost,b) increase in power,c) reduction in cost,d) increase in size,c,Explanation: Advancement in IC chips have ensured the reduction in cost of the DVMÕs. Size and power needs of DVMÕs have been reduced by a huge margin.
Question 358,"1.	Basic range of DVM is _________",a) 1 or 10 V,b) 0.1 or 1 V,c) 10 or 100 V,d) 100 or 1000 V,a,"Explanation: In a DVM, the basic range is 1 V or 10 V. Range of a DVM can be extended from a few µV to kV. This is achieved by making use of an attenuator."
Question 359,"2.	Accuracy of a DVM is ________",a) low,b) high,c) medium,d) zero,b,"Explanation: Accuracy of a DVM is based on the resolution. Resolution depends on the number of digits. The more the number of digits, the higher is the accuracy. For a DVM, the accuracy is of the order of ±0.005 % of the reading."
Question 360,"3.	Input impedance of a DVM is ________",a) low,b) zero,c) high,d) medium,c,Explanation: Typical input impedance of a DVM is usually very high. Typical value is of the order of 10 M½. This is usually done in order to reduce the loading effect.
Question 361,"4.	In DVM the common mode rejection noise is eliminated by ________",a) increasing the signal amplitude,b) making use of a resistance,c) using a transformer,d) guarding,d,"Explanation: In a DVM, common mode noise can be eliminated through guarding. A guard is basically a sheet metal box around the circuit. This is made available to the circuit being measured by making use of a terminal at the front panel."
Question 362,"5.	Output of DVM needs ________",a) 4 lines,b) 2 lines,c) 8 lines,d) 16 lines,a,Explanation: Type of DVM used depends on the digital output lines. Four lines of BCD or a single line serial output may be provided so as to read the output from a DVM.
Question 363,"6.	Normal mode noise can be eliminated through ________",a) attenuation,b) filtering,c) amplification,d) a transformer,b,"Explanation: Filters can be used to eliminate the normal mode noise signals. When used for low voltage measurement, noise present at the input can cause errors in the analog to digital converter."
Question 364,"7.	 DVM has ________",a) 1-3 digits,b) 2-5 digits,c) 3-6 digits,d) 7-10 digits,c,"Explanation: The DVM consists of 3 to 6 digits. As the number of digits are increased the resolution also increases. Thus, the resolution of a DVM is very high."
Question 365,"8.	What is a digitizing circuit?",a) converts digital signal to analog,b) boosts the magnitude of a digital signal,c) attenuates a digital signal,d) converts analog signal to digital,d,Explanation: DVM converts analog signal to digital. The process is known as digitization and the circuit used to obtain the conversion is known as a digitizing circuit. Time needed for this conversion is known as digitizing period.
Question 366,1. A successive approximation type DVM makes use _______,a) of a digital divider,b) of an analog divider,c) of an oscillator,d) of a transducer,a,Explanation: Servo balancing type DVM makes use of a linear divider in a potentiometer. In the case of a successive approximation type DVM we make use of a digital divider. A digital divider is basically a digital to analog converter.
Question 367,2. Successive approximation type DVM is based on the principle of ______,a) acceleration of an object,b) weight of an object,c) velocity of an object,d) momentum of an object,b,Explanation: A successive approximation type DVM works on the principle of measuring the weight of an object. It consists of an object on one of the sides of the balance and an appropriate weight on the other side of the balance. The weight of the object is determined by successively adding and removing weights from the balance.
Question 368,3. Which compares the output in a successive approximation type DVM?,a) op amp,b) diode,c) comparator,d) rectifier,c,Explanation: A comparator is used to compare the output of the digital to analog converter in a successive approximation type DVM. As a result the comparator provides high or low signals.
Question 369,5. What is the role of logic control and sequencer in a successive approximation type DVM?,a) generate analog voltage,b) generate power,c) generate current through resistance,d) generate sequence code,d,Explanation: A comparator is used in a successive approximation type DVM so as to compare the output of the D/A converter with the unknown voltage. Logic control and sequencer takes the input from the comparator and generates the sequence code. 
Question 370,6. Resolution of a successive approximation type DVM is given by the relation.,a) R = 1Ú10n,b) R = 1Ú10,c) R =10n,d) R = 10,a,"Explanation: The resolution of a successive approximation type depends on the number of digits. It is given by the relation,R = 1Ú10nwhere, R is the resolution	      n is the number of digits."
Question 371,7. Sensitivity of a successive approximation type DVM is given by the relation.,a) S = fsmin,b) S = fsmin _ R,c) S = R,d) S = fsmin Ú R,b,"Explanation: In a successive approximation type DVM, the sensitivity is given by the relationb) S = fsmin _ Rwhere, S is the sensitivity            R is the resolution            fsmin is the full scale reading when the range is minimum."
Question 372,8. Speed of a successive approximation type DVM can be improved by making use of ______,a) electrical switches,b) mechanical devices,c) solid state devices,d) transformers,c,Explanation: Solid state devices can be used in order to increase the speed of operation in a successive approximation type DVM. Electromechanical switches provide a low speed of operation.
Question 373,"1.	Ramp type DVM uses",a) a linear ramp technique,b) a non-linear ramp technique,c) an exponential ramp technique,d) an asymptotic ramp technique,a,"Explanation: A ramp type DVM makes use of a staircase ramp technique or a linear ramp technique. Compared to the linear ramp technique, the staircase ramp technique is much simpler."
Question 374,"2.	Linear ramp technique is based on",a) voltage measurement,b) time measurement,c) current measurement,d) resistance measurement,b,Explanation: Linear ramp technique works on the principle of measurement of time required by a linear ramp to rise from 0 V to the input voltage. It can also be the time required by the input voltage to fall to 0 V.  
Question 375,"3.	Time is measured using",a) clock,b) logic gates,c) counter,d) flip-flops,c,Explanation: An electronic counter is used for the measurement of time in the linear ramp technique. A digital display is used to show the numerical value of time.
Question 376,"4.	Which is the main device used in the linear ramp technique?",a) exponential ramp,b) asymptotic ramp,c) non-linear ramp,d) linear ramp,d,Explanation: The linear ramp technique essentially consists of a linear ramp. It is either positive or negative going. Range of the linear ramp varies from Ð12 V to +12 V. Base range varies from Ð10 V to +10 V.
Question 377,"5.	Resolution depends on",a) frequency,b) resistance,c) voltage,d) current,a,"Explanation: In the linear ramp technique, resolution is dependent on the frequency of the local oscillator. By adjusting the frequency of the local oscillator the resolution of the linear ramp can be made higher."
Question 378,"6.	How is input voltage measured?",a) by using a voltmeter,b) by counting the pulses,c) by using a multimeter,d) by using a transformer,b,Explanation: The electronic counter used in the linear ramp technique counts the definite number of pulses during the start and end pulse. This count is a measure of the input voltage signal.
Question 379,"7.	Which determines the rate of measurement cycles?",a) oscillator,b) amplifier,c) mutivibrator,d) oscilloscope,c,Explanation: Initiation of the measurement cycles is taken care of by the sample rate multivibrator. This vibrator oscillates at the rate of 1000 cycles per second. It is adjusted by a front panel control.
Question 380,"8.	Typical value of the multivibrator is",a) 10 cycles/second,b) 0.2 cycles/second,c) 50 cycles/second,d) 5 cycles/second,d,Explanation: A multivibrator has a typical value of 5 cycles/second. It has an accuracy of the order of ±0.005 %. The ramp generator starts the next ramp voltage based on the sample rate.
Question 381,"9.	Swing of the ramp is",a) ±12 V,b) ±10 V,c) ±8 V,d) ±5 V,a,"Explanation: In the linear ramp technique, a swing of ±12 V is produced by the ramp. This limits the effective voltage available to ±10 V considering the voltage drop across the components in the circuit."
Question 382,"1.	In a voltage to frequency converter type integrated DVM,",a) voltage is converted to time,b) voltage is converted to frequency,c) frequency is converted to voltage,d) frequency is converted to time,a,Explanation: We know that the quantities time and frequency are related to each other. Voltage is converted into time in a voltage to frequency converter type integrating DVM.  
Question 383,"2.	Input voltage is measured by",a) using a voltmeter,b) counting pulses,c) using a multimeter,d) using an ammeter,b,Explanation: A pulse train is generated. Their frequency depends on the frequency of the unknown voltage. Number of pulses present in a definite interval are counted. Unknown input voltage is a measure of the pulses generated.
Question 384,"3.	Main component of an integrating type DVM is",a) diode,b) amplifier,c) op amp,d) oscillator,c,Explanation: An op amp forms the heart of the integrating type DVM. Op amp is used as an integrator. The input signal is integrated for a fixed interval giving rise to a ramp signal at the output.
Question 385,"4.	 When input is positive, the output is",a) growing exponential signal,b) decaying exponential signal,c) positive going ramp,d) negative going ramp,d,Explanation: The op amp produces a negative going ramp signal for a positive input voltage. Capacitor is discharged after some time and the output returns to zero. The next cycle starts and the output is a sawtooth waveform. Figure shows the output sawtooth waveform. 
Question 386,"5.	What is the effect of the input signal on the output teeth?",a) directly proportional,b) inversely proportional,c) independent,d) square proportional,a,"Explanation: When the input signal in a voltage to frequency conversion type integrated DVM is doubled, the number of tooth in the output signal is doubled per unit time. This doubles the frequency of the output signal."
Question 387,"7.	Application of an input voltage generates a",a) linear signal at the output,b) ramp at the output,c) exponential signal at the output,d) unit step signal at the output,b,"Explanation: When an input voltage of magnitude Vin is applied at the input, capacitor C is charged by the charging current Vin/R1. As a result a ramp signal is produced at the output."
Question 388,"9.	Accuracy depends on",a) input voltage,b) drop across the capacitor,c) magnitude and stability of pulse generator,d) magnitude of the ramp,c,Explanation: Accuracy of the voltage to frequency conversion depends on the capacity of the pulse generator to produce electric charge with a suitable magnitude and stability. Hence the accuracy depends on the precision of the charge feedback. 
Question 389,"1.	In a potentiometric DVM ________",a) voltage is compared,b) current is compared,c) resistance is compared,d) power is compared,a,Explanation: Potentiometric integrating type DVM employs voltage comparison. The unknown voltage is compared with a reference. The reference value is set by a calibrated potentiometer.
Question 390,"2.	 How to obtain balance?",a) by using a detector,b) by changing the pot setting,c) by supplying voltage,d) by using a transformer,b,Explanation: Balance is obtained in a potentiometric integrating type DVM by adjusting the settings of the potentiometer. The dial setting of the potentiometer gives the value of the unknown voltage.
Question 391,"4.	Unknown voltage is __________",a) converted to current,b) boosted,c) filtered,d) measured using a voltmeter,c,"Explanation: In a potentiometric integrated type DVM, the unknown voltage is filtered. It is also attenuated to a suitable magnitude. This forms the input for the comparator. A chopper is usually used as the error detector."
Question 392,"5.	How is the reference voltage obtained?",a) from a fixed current source,b) from a variable voltage source,c) from a variable current source,d) from a fixed voltage source,d,Explanation: Reference voltage is applied to the potentiometer. It is obtained from a source of fixed voltage. Position of the slider on the contact surface determines the value of the feedback voltage. 
Question 393,"6.	Feedback voltage is applied to the ________",a) comparator,b) error amplifier,c) potentiometer,d) sliding contact,a,Explanation: Comparator accepts the feedback voltage as an input. Comparator compares the values of the unknown voltage and the feedback voltage. Comparator then provides the difference between the feedback voltage and the unknown voltage as its output.
Question 394,"7.	Output of the comparator is known as ________",a) amplified signal,b) error signal,c) feedback signal,d) attenuated signal,b,Explanation:  Comparator then provides the difference between the feedback voltage and the unknown voltage as its output. This is also known as the error signal. 
Question 395,"8.	Slider movement depends on ________",a) current magnitude,b) resistance magnitude,c) voltage magnitude,d) power magnitude,c,"Explanation: In a potentiometric integrating type DVM, the slider moves based on the magnitude of the feedback voltage with respect to the input voltage. Contact is pushed back to the place where the unknown voltage equals the feedback voltage. "
Question 396,"9.	Accuracy of a potentiometric DVM is ________",a) zero,b) medium,c) low,d) high,d,"Explanation: In a potentiometric integrating type DVM, the accuracy is usually high. It generally depends on the reference of the digital to analog converter. Accuracy of the voltage to frequency converter is less important compared to that of the digital to analog converter."
Question 397,1. Why is dual slope method preferred over ramp techniques?,a) no noise,b) partial noise,c) average noise,d) maximum noise,a,"Explanation: During the process of integration, noise is cancelled out by the positive and negative ramps in the dual slope method. The input signal is integrated only for a fixed interval of time and this is the basis for the dual slope method. "
Question 398,2. What is the significance of the name dual slope method?,a) it has two slopes,b) it integrates the input twice,c) it uses two inputs,d) it has two outputs,b,Explanation: The input signal is integrated only for a fixed interval of time and this is the basis for the dual slope method. Reference voltage is integrated with a negative slope. Hence the method is known as dual slope integrating type DVM.
Question 399,3. The output voltage in a dual slope integrating type DVM is,a) differential of the input,b) multiple of the input,c) integral of the input,d) zero,c,"Explanation: In a dual slope integrating type DVM, the output voltage is given by the integral of the input voltage.where, Vin is the input voltage	      R1 is the series resistance	      t1 is the time for which the capacitor is charged."
Question 400,4. Input voltage depends on,a) resistance,b) capacitance,c) current,d) time-period,d,"Explanation: The input voltage in a dual slope integrating type DVM is given by the relation,Vin = Vref t2 Ú t1From the above equation it is seen that the input voltage in a dual slope integrating type DVM depends on the time periods t1 for which the capacitor is charged and t2 during which the capacitor is discharged."
Question 401,6. What is the effect of the capacitor on the output?,a) no effect,b) charging effect,c) electrostatic effect,d) magnetic effect,a,"Explanation: In the dual slope integrating type DVM method, the capacitor is connected through means of an electronic switch. As a result the effects due to offset voltage wherein there exists an output voltage without the application of any input are eliminated. "
Question 402,7. What is the effect of clock on the voltage?,a) voltage doubles with clock input,b) voltage halves with clock input,c) no effect,d) voltage becomes zero with clock input,c,"Explanation: In a dual slope integrating type DVM, the value of the unknown voltage is independent of the frequency of the clock. It depends only on the number of counts read by the electronic counter."
Question 403,8. Counter value at the beginning is,a) one,b) ten,c) three,d) zero,d,"Explanation: In a dual slope integrating type DVM, the electronic counter is reset to 0 at the beginning of the measurement of voltage. Flip-flop output is also maintained at zero and is given to a control logic. "
Question 404,9. What is the maximum count of the counter?,a) 9999,b) 0,c) 500,d) 1000,a,"Explanation: In a dual slope integrating type DVM, the electronic counter reaches a maximum value of 9999 before resetting. A carry pulse is generating pulling down all the digits to zero. Flip-flop then activates the control logic. "
Question 405,1. Resolution of a DVM is given by,a) R = 1Ú10n,b) R = 1,c) R = 10n,d) R = nÚ10,a,"Explanation: The resolution of a DVM is,R = 1Ú10nwhere, n is the number of full digits            R is the resolution."
Question 406,2. For a 3 digit display the resolution is,a) 1 %,b) 0.1 %,c) 0.001 %,d) 10 %,b,"Explanation: The resolution of a DVM is,R = 1Ú10nHere, n is 3. Substituting n=3 in the equation for resolution we get,R = 1Ú103 = 10-3 = 0.001 = 0.1 %."
Question 407,4. Sensitivity of a DVM is given by,a) S = 1,b) S = (fs)min,c) S = (fs)min _ R,d) S = R,c,"Explanation: Sensitivity of the DVM is obtained from the relation,S = (fs)min _ Rwhere, S is the sensitivity            R is the resolution            (fs)min is the full scale value on minimum range."
Question 408,5. The resolution of a 3 digit display on 1 V range is,a) 1 V,b) 0.1 V,c) 0.01 V,d) 0.001 V,d,"Explanation: The resolution of a DVM is,R = 1Ú10nHere, n is 3. Substituting n=3 in the equation for resolution we get,R = 1Ú103 = 10-3 = 0.001For 1 V range, the resolution is,R1V = 1_0.001 = 0.001 V."
Question 409,6. How is 11.87 V displayed on a 10 V range for a 4 digit display?,a) 11.870,b) 1.1870,c) 118.7,d) 0.1187,a,"Explanation: The resolution of a DVM is,R = 1Ú10nHere, n is 4. Substituting n=4 in the equation for resolution we get,R = 1Ú104 = 10-4 = 0.0001Since there are 5 digit places in the resolution, 11.87 which already has four digits is represented as 11.870."
Question 410,7. Consider a 3 digit display for a DVM with an accuracy of ± 0.5 % for a reading of ± 1 digit. Compute the error for 5 V reading on a 10 V range.,a) ± 10 V,b) ± 0.035 V,c) ± 0.05 V,d) ± 1 V,b,"Explanation: The resolution of a DVM is,R = 1Ú10nHere, n is 3. Substituting n=3 in the equation for resolution we get,R = 1Ú103 = 10-3 = 0.001For 10 V range, the resolution is,R10V = 10 _ 0.001 = 0.01 VConsider the reading of 5 V.Error = ± 0.5 % of 5 =  0.5Ú100 _ 5 = ± 0.025 V1 digit error = ± 0.01 V Total error = ±(0.025 V+ 0.01 V)=± 0.035 V."
Question 411,"1.	Autoranging means __________",a) automatic ranging,b) fixed ranging,c) automobile ranging,d) constant ranging,a,"Explanation: Autoranging refers to obtaining an automatic reading with optimum resolution under all operating conditions. Say for example, 155 mV is displayed as 155.0 and not 0.155.  "
Question 412,2. A 3 digit display DVM with a maximum reading of 1999 indicates,a) increase by a factor,b) reduction by a factor,c) no change in value,d) depends on the circuit components,b,Explanation: A 3 digit display DVM with maximum reading capability indicates that any reading above the maximum set limit of 1999 will be reduced by a factor of 10.  
Question 413,"3.	For a value less than 0200, the instrument should ________",a) read values less than 0200 correctly,b) read values randomly,c) automatically switch range,d) should not respond at all,c,Explanation: The DVM should automatically switch its range when the display is greater than 1999 units as it is the maximum set limit for achieving a higher sensitivity. 
Question 414,4. ADC counter ________,a) attenuates the signal,b) converts digital to analog,c) converts analog to digital,d) contains information,d,"Explanation: When the count produced by the ADC counter is less than 170, a control pulse is obtained for down ranging. Whereas the control pulse for up ranging is produced once the ADC counter exceeds 1999 units."
Question 415,6. Integration period is obtained by ________,a) using signal amplitude,b) counting the pulse,c) measuring time,d) by differentiating the signal,b,Explanation: By counting the pulses we obtain the integration period. Polarity measurement is obtained by making use of the last count or some of the last counts.
Question 416,7. IntegratorÕs output is ________,a) attenuated through a filter,b) feedback to the input,c) stored in a flip-flop,d) differentiated,c,Explanation: The output from integrator is used to set a polarity flip-flop. The flip-flopÕs output is then stored in memory until the next measurement of voltage is obtained.
Question 417,"1.	Digital multimeter is used for _________","a) measuring a.c. and  d.c. current, voltage and resistance",b) measuring a.c. current and voltage,c) measuring d.c. current and resistance,d) measuring a.c. voltage and  resistance,a,"Explanation: Digital multimeter is usually used for the measurement of a.c. current, voltage and resistance. It is also used for the measurement of d.c. current, voltage and resistance as well over several range."
Question 418,"2.	Current is converted to voltage __________",a) through a voltmeter,b) through a resistance,c) through an ammeter,d) through a galvanometer,b,"Explanation: Current is passed through a low shunt resistance and is converted to voltage.A.C. quantities are converted to D.C. through various rectifier and filter circuits. Voltmeter and ammeter are used for voltage and current measurement respectively."
Question 419,"3.	For resistance measurement, meter contains _________",a) high current source,b) medium current source,c) low current source,d) low voltage source,c,"Explanation: Usually in the measurement of resistance, meter consists of a precision low current source applied across an unknown resistance which gives a d.c. voltage."
Question 420,"4.	Quantities are digitised using _________",a) D/A converter,b) oscillator,c) amplifier,d) A/D converter,d,"Explanation: Quantities such as current, voltage and resistance are digitised by making use of an A/D converter. They are then displayed on the screen by making use of a digital display."
Question 421,"6.	Output of a digital multimeter is _________",a) mechanical,b) optical,c) electrical,d) analog,c,Explanation: Digital multimeter gives an electrical signal as the output. A/D converter is employed for the conversion from analog to digital signal. This can be used for interfacing with external equipment.
Question 422,"7.	Basic building blocks of digital multimeter are _________","a) oscillator, amplifier","b) diode, op amp","c) rectifier, schmitt trigger","d) A/D, attenuator, counter",d,"Explanation: Usually dual slope integrating type ADC is preferred in multimeter. It basically consists of several A/D converters, counter circuits and an attenuation circuit."
Question 423,"8.	Resistance is measured using _________",a) constant current source,b) constant voltage source,c) variable current source,d) variable voltage source,a,Explanation: Constant current source is used to measure resistance in a digital multimeter. Standard known value of current is passed through an unknown resistance and the drop in voltage across the resistance is measured.
Question 424,9. A.C. voltages are measured using _________,a) oscillators and op amps,b) rectifiers and filters,c) resistor and capacitor,d) inductor and resistor,b,Explanation: Rectifiers and filter circuits with various configurations are employed for measuring A.C. voltages. A.C. is converted to D.C. and is applied to the A/D converter.
Question 425,1. Q factor is called __________,a) Quality factor,b) Quantity factor,c) Queen factor,d) Quarter factor,a,Explanation: Q factor is also known as Quality factor or storage factor. It is basically a ratio of the power stored in an element to the power dissipated in that element.
Question 426,2. Q factor is also defined as the ratio of _______,a) resistance to reactance,b) reactance to resistance,c) power to voltage,d) current to power,b,Explanation: Q factor can also be obtained as the ratio of reactance to resistance of an element. For inductive element it is the ratio of XL to R and for a capacitive element it is the ratio of XC to R.
Question 427,3. What is a Q meter?,a) quality meter,b) quantity meter,c) instrument,d) detector,c,Explanation: Q meter is basically an instrument that is used for the measurement of electrical properties of capacitors and coils. It is also used as a laboratory instrument.
Question 428,4. Q meter works on the principle of _______,a) barkhausen criterion,b) piezoelectric effect,c) parallel resonance,d) series resonance,d,Explanation: Q meter basically operates on the characteristics of a series resonant coil. In a series resonant circuit the voltage drop across the coil or a capacitor is equal to the applied voltage multiplied by its Q factor.
Question 429,7. A practical Q meter consists of __________,a) Wien bridge oscillator,b) AF oscillator,c) RF oscillator,d) Crystal oscillator,c,Explanation: Practically a Q meter consists of a wide range RF oscillator with a frequency range of 50 kHz to 50 MHz. Oscillator acts as a source and delivers current to a low shunt resistance.
Question 430,8. Voltage across the shunt is measured by ________,a) voltmeter,b) multimeter,c) thermocouple,d) thermometer,c,Explanation: A thermocouple is used for measuring the voltage across a shunt resistance in a practical Q meter. Electronic voltmeter is used for the measurement of voltage across a resonant capacitor. 
Question 431,"1.	CRO stands for __________",a) Cathode Ray Oscilloscope,b) Current Resistance Oscillator,c) Central Resistance Oscillator,d) Capacitance Resistance Oscilloscope,a,Explanation: Cathode Ray Oscilloscope (C.R.O) is basically used for the measurement of the amplitude of periodic and non periodic signals as a function of time.
Question 432,"2.	C.R.O gives __________",a) actual representation,b) visual representation,c) approximate representation,d) incorrect representation,b,Explanation: Cathode Ray Oscilloscope is used as universal laboratory equipment.  It provides a visual representation of time varying signals. It is an important equipment in the development of electronic circuits.  
Question 433,"3.	Oscilloscope is __________",a) a ohmmeter,b) an ammeter,c) a voltmeter,d) a multimeter,c,Explanation: Oscilloscope is basically a voltmeter. It employs the movement of an electronic gun assembly with respect to a fluorescent screen. The screen produces the movement of the visible spot.
Question 434,"4.	Electron beam is deflected in __________",a) 1 direction,b) 4 directions,c) 3 directions,d) 2 directions,d,"Explanation: The electron beam in an oscilloscope can be deflected in two directions, namely the horizontal (x-direction) and the vertical (y-direction). Two dimensional displays are produced as a result."
Question 435,"5.	CRO is a __________","a)	fast x-y plotter","b)	slow x-y plotter","c)	medium x-y plotter","d)	not a plotter",a,Explanation: CRO is basically a fast x-y plotter. The x and y axes can be used to understand the variation in the magnitude of one voltage with respect to another voltage signal.
Question 436,"8.	Typically oscilloscope represents __________",a) current and time,b) resistance and time,c) voltage and time,d) power and time,c,Explanation: In an oscilloscope typically the horizontal or x-axis represents the time while the vertical or y-axis represents the variation in the magnitude of the input signal.
Question 437,1. Electron gun section ________,a) provides sharp beam,b) provides poorly focussed beam,c) doesnÕt provide any beam,d) provides electrons only,a,"Explanation: In a cathode ray tube, the electron gun section gives a sharply focussed beam of electrons. They are focussed towards the fluorescent coated screen."
Question 438,2. Control grid is given ________,a) positive voltage,b) negative voltage,c) neutral voltage,d) zero voltage,b,Explanation: Grid controls the amount of electrons falling on the fluorescent screen of a cathode ray tube. Cathode ray tube is provided with a negative voltage with respect to the cathode as a reference.
Question 439,3. What determines light intensity in a CRT?,a) voltage,b) current,c) momentum of electrons,d) fluorescent screen,c,Explanation: Momentum of the electrons gives the intensity or brightness of the light emitted from the fluorescent screen due to electron bombardment. It is given as the product of the no of electrons and their speed.
Question 440,4. Effect of negative voltage to the grid is ________,a) no force,b) a gravitational force,c) an attractive force,d) a repulsive force,d,"Explanation: Since the electron is negatively charged, application of a negative voltage to the control grid produces a repulsive force. "
Question 441,6. Focusing and accelerating anodes are ________,a) rectangular,b) cylindrical,c) spherical,d) square,b,Explanation: Focussing and accelerating anodes in a cathode ray tube are essentially cylindrical in nature. Each electrode has a small opening at the centre with a co-axial tubular axis.
Question 442,7. Deflection system of a CRT consists of ________,a) 4 plates,b) 6 plates,c) 2 plates,d) 8 plates,c,Explanation: Cathode ray tube consists of two sets of plates which are parallel in nature. They are referred to as horizontal and vertical deflection plates. One of the plates is set to ground potential.
Question 443,8. Horizontal deflection is given by ________,a) x = Kx,b) x = Vx,c) x = 1,d) x = Kx Vx,d,"Explanation: In a cathode ray tube the horizontal deflection is given by,x = Kx Vxwhere, Kx is the constant of proportionality            x is the horizontal deflection            Vx is the horizontal deflecting voltage."
Question 444,9. Vertical deflection is given by ________,a) y = Ky Vy,b) y = Ky,c) x = 1,d) y = Vy,a,"Explanation: In a cathode ray tube the vertical deflection is given by,y = Ky Vywhere, Ky is the constant of proportionality            y is the vertical deflection            Vy is the vertical deflecting voltage."
Question 445,"1.	What provides a periodic voltage waveform?",a) sweep generator,b) voltmeter,c) oscillator,d) amplifier,a,Explanation: Sweep generator provides a periodic voltage waveform in an oscilloscope. As the waveform resembles the teeth of a hacksaw it is known as a sawtooth waveform.
Question 446,"2.	Visible spot must be moved in _______",a) two directions,b) one direction,c) three directions,d) four directions,b,Explanation: Sweep voltage must be brought to zero once it reaches its maximum value. The visible spot must be moved in a single direction only. Return sweep will trace back the signal in a reverse direction. 
Question 447,"3.	Spot is displayed only when _______",a) frequencies are different,b) frequencies are zero,c) frequencies are same,d) voltage is high,c,"Explanation: When the sweep frequency and the signal frequency are same or integral multiple of each other, visible spot is displayed on the screen of the cathode ray oscilloscope."
Question 448,"4.	 What is done to make the trace horizontal?",a) negative voltage is applied,b) positive voltage is applied,c) no voltage is applied,d) voltage is synchronised,d,Explanation: The trace is made stationary by synchronising the sawtooth voltage with the magnitude of the signal that is applied to the vertical input. 
Question 449,"5.	A single cycle appears on the screen when _______",a) sweep and signal frequencies are equal,b) sweep and signal frequencies are not equal,c) sweep and signal frequencies are zero,d) sweep frequency is greater than signal frequency,a,Explanation: Many cycles are present on the screen when the sweep frequency is lower than the signal frequency. Only a single cycle appears on the screen when the sweep and signal frequencies are equal.
Question 450,"7.	What is flyback period?",a) voltage is very high,b) current is very low,c) voltage is zero,d) current is very high,c,"Explanation: During the flyback period, voltage suddenly drops to zero from a certain value."
Question 451,"9.	Light produced in a screen is _______",a) disappears immediately,b) does not disappear at all,c) is not visible to the eye,d) disappears slowly,d,"Explanation: When the magnitude of the applied voltage reduces to zero, the light produced on the screen due to bombardment of electrons does not disappear immediately and reduces in terms of intensity slowly. "
Question 452,"1.	What is the role of CRT?",a) to emit electrons,b) to emit protons,c) to emit neutrons,d) to emit alpha particles,a,Explanation: Cathode ray tube forms the heart of a C.R.O. It is used to emit electrons so as to strike the phosphor screen to produce a spot for the visual display of the signals.
Question 453,"2.	Input signals are amplified using ___________",a) rectifier,b) amplifier,c) oscillator,d) op amp,b,Explanation: Vertical amplifier is used in a cathode ray tube to amplify the input signals. Magnitude of the input signal is weak and not sufficient enough to give deflection on the screen.
Question 454,"3.	Amplifier stage is ___________",a) half band,b) full band,c) wide band,d) narrow band,c,Explanation: Wide band amplifiers are generally used to amplify the input signals. The whole band of frequency to be measured must be passed faithfully by making use of a wide band amplifier.
Question 455,"4.	Role of an attenuator is ___________",a) to boost the signal,b) to distort the signal,c) to remove noise,d) to improve the operation,d,"Explanation: When we need to measure very high voltage signals, attenuator stages are used. This is done in order to bring the signal level within the range of operation of the amplifier."
Question 456,"6.	Input stage in the amplifier consists of ___________",a) oscillator,b) attenuator,c) rectifier,d) op amp,b,Explanation: The amplifier stage of a Cathode Ray Tube essentially consists of an attenuator stage. It is followed by a FET source follower. The input impedance is very high.
Question 457,"7.	Phase inverter is used in an amplifier in the CRO because ___________",a) phase inversion is needed,b) no phase inversion is needed,c) it is needed to operate a push pull,d) it provides voltage stability,c,"Explanation: In a Cathode Ray Oscilloscope, phase inverter is typically used for operating a push pull amplifier. It provides two antiphase output signals in order to operate the push pull amplifier."
Question 458,"9.	Why is a delay line used in a CRO?",a) to boost the signal,b) to distort the signal,c) to provide signal delay,d) for stability,c,Explanation: Delay line is used in a Cathode Ray Oscilloscope so as to delay the signal for some time. If the delay line is not used then a part of the signal is lost. A delay line circuit is used for this purpose.
Question 459,1. CRO uses __________,a) 2 delay lines,b) 3 delay lines,c) 4 delay lines,d) 5 delay lines,a,"Explanation: Cathode Ray Oscilloscope uses two delay lines. They are as follows:	Lumped parameter delay line and	Distributed parameter delay line."
