Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 373,8. What does TISAB which is used to overcome interferences stand for?,a) Total Isolation Strength Absolute Buffer,b) Total Ionic Strength Absolute Buffer,c) Total Ionic Strength Adjustment Buffer,d) Total Isolation Strength Adjustment Buffer,c,Explanation: TISAB stands for ÔTotal Ionic Strength Adjustment BufferÕ. It is added in excessand in exactly the same amount to each of the solution that is to be measured.
Question 374,9. Which of the following causes main interference in Fluoride electrode?,a) H+ ions,b) OHÐ ions,c) Li+ ions,d) ClÐ ions,b,Explanation: The main interference in fluoride ions is caused by OHÐ ions. It has excellent selectivity.
Question 375,10. Crystal membrane of ion selective electrode can be regenerated by washing with which of the following?,a) Alcohol,b) Iodine solution,c) Acidic solution,d) Basic solution,a,Explanation: Crystal membrane of ion selective electrode can be regenerated by washing with alcohol. It can be gently polished with emery paper to remove deposits.
Question 376,1. Which of the following gas permeable membrane is used for ammonia gas sensing electrode?,a) Silicon rubber,b) Microporous Teflon membrane,c) Fluorocarbon,d) Polythene,c,Explanation: Gas permeable membrane used for ammonia sensing electrode is fluorocarbon membrane. For each gas different membranes are used.
Question 377,2. Which of the following gas permeable membrane is used for carbon dioxide gas sensing electrode?,a) Silicon rubber,b) PVC membrane,c) Fluorocarbon,d) Polythene,a,Explanation: Gas permeable membrane used for carbon dioxide sensing electrode is silicon rubber membrane. For each gas different membranes are used.
Question 378,4. Which of the following reference electrode is placed in the solution of carbon dioxide electrode?,a) Calomel electrode,b) Silver/silver chloride electrode,c) Mercury/mercury sulphate electrode,d) Glass electrode,b,Explanation: A silver/silver chloride reference electrode is placed in the solution. A glass electrode is also placed in the solution but it is not a reference electrode.
Question 379,5. Biocatalytic membrane electrode cannot be used for the measurement of which of the following gases?,a) Ammonia,b) Carbon dioxide,c) Hydrogen,d) Nitrogen,d,Explanation: Biocatalytic membranes cannot be used for the measurement of nitrogen. It can be used for the measurement of other three gases.
Question 380,6. The biocatalytic membrane used in ammonia selective electrode is which of the following?,a) Urea,b) Urease,c) Acrylamide,d) Polyacrylamide,b,Explanation: The biocatalytic membrane used in ammonia selective electrode is urease. It is used for the detection of ammonia.
Question 381,7. Which of the following materials are used as gel to which biocatalytic membrane is fixed in ammonia selective electrode?,a) Urea,b) Urease,c) Acrylamide,d) Polyacrylamide,c,Explanation: The material used as gel to which biocatalytic membrane is fixed in ammonia selective electrode is acrylamide. This is attached to the ion selective electrode directly.
Question 382,8. The biocatalytic membrane is attached to the glass electrode using which of the following materials?,a) Nylon mesh,b) Teflon,c) Silicon rubber,d) Polythene,a,Explanation: The biocatalytic membrane is attached to the glass electrode using nylon mesh. Cellophane film can also be used.
Question 383,"10. In carbon dioxide electrode, the membrane separates which of the following?","a) Sodium carbonate, magnesium chloride","b) Magnesium hydrogen carbonate, sodium chloride","c) Sodium hydrogen carbonate, sodium chloride","d) Magnesium carbonate, magnesium chloride",b,"Explanation: In carbon dioxide electrode, the membrane separates sodium hydrogen carbonate and sodium chloride. Sodium hydrogen carbonate is the internal electrolyte."
Question 384,"1. If a solid or liquid membrane is placed in pure water, the membrane dissolves slightly, producing an equilibrium concentration of the measured ion. This is represented as __________","a) A constant, Eo",b) Activity,"c) Blank correction, Cb","d) Concentration of standard solution, Cs",c,"Explanation: If a solid or liquid membrane is placed in pure water, the membrane dissolves slightly, producing an equilibrium concentration of the measured ion. This is represented as blank correction, Cb. This is the constant background for all measurements."
Question 385,2. During which of the following conditions is the blank correction not necessary?,a) If sample concentration rises in linear response region,b) If sample concentration falls in linear response region,c) If sample concentration rises in non-linear response region,d) If sample concentration falls in non-linear response region,b,Explanation: The blank correction is not necessary if sample concentration falls in linear response region. This is the constant background for all measurements.
Question 386,3. During which of the following conditions is the blank correction necessary?,a) If sample concentration rises in linear response region,b) If sample concentration falls in linear response region,c) If sample concentration rises in non-linear response region,d) If sample concentration falls in non-linear response region,d,Explanation: The blank correction is necessary if sample concentration falls in non-linear response region. This is the constant background for all measurements.
Question 387,4. Ion analysers need calibration once in which of the following durations?,a) Every two or three hours,b) Every nine or ten hours,c) Every 24 hours,d) Every 48 hours,a,Explanation: Ion analysers need calibration every two or three hours. Temperature affects the output.
Question 388,"5. In ion analysers, which of the following serve the dual purpose of controlling the operating current of FET and providing current gain?",a) FET itself does it,b) SCR,c) Op-amp,d) Diode,c,"Explanation: In ion analysers, op-amp serves the dual purpose of controlling the operating current of FET and providing current gain. Two FETs are operated as source followers."
Question 389,6. The presence of dirt or moisture degrades which of the following?,a) Circuit components,b) High input impedance of buffer amplifier,c) Low input impedance of buffer amplifier,d) Low output impedance of buffer amplifier,b,Explanation: The presence of dirt or moisture degrades the high input impedance of buffer amplifier. Solder flux may also degrade it.
Question 390,7. Which of the following is not a type of ground in ion analyser?,a) Chassis and electrostatic ground,b) Digital ground,c) Analog ground,d) Reference ground,d,"Explanation: There is no such point as reference ground. Three types of grounding is provided which are chassis and electrostatic ground, digital ground and analog ground."
Question 391,9. Which of the following is the only operator entry required in PC-based ion analysers?,a) Hardware set-up,b) Signal measurement,c) Calibration,d) Sample calculation,c,Explanation: Calibration is the only operator entry required in PC-based ion analysers. The operator has to enter the concentration of calibration standards.
Question 392,1. Which of the following is not a characteristic of the immobilized enzymes?,a) They cannot be re-used,b) It produces reproducible results,c) Stability exists,d) Same catalytic activity is present for number of analysis,a,Explanation: Immobilized enzymes can be reused. This ensures that the same catalytic activity is present for a number of analyses.
Question 393,2. Which of the following is the physico-chemical component?,a) Enzymes,b) Anti-bodies,c) Transducer,d) Cells or tissues,c,Explanation: Transducer is referred to as the physico-chemical component. Enzymes and anti-bodies are biological components.
Question 394,"3. An example of bio sensor, urea electrode makes use of which of the following electrodes?",a) Carbon dioxide electrode,b) Ammonia electrode,c) Fluoride electrode,d) Ammonium electrode,d,"Explanation: An example of bio sensor, urea electrode makes use of the ammonium electrode. A urease membrane is also present."
Question 395,"4. In glucose electrode, glucose oxidase has been coupled to an electrode by which of the following materials?",a) Ferrocene derivatives,b) Urease,c) Polyacrylamide,d) Biochips,a,"Explanation: In glucose electrode, glucose oxidase has been coupled to an electrode by using ferrocene derivatives. It is used to measure blood glucose in diabetic patients."
Question 396,5. Biosensors measure glucose concentrations between which of the following ranges?,a) 10-1 to 10-2 M,b) 10-2 to 10-4 M,c) 10-1 to 10-4 M,d) 10-1 to 10-7 M,d,Explanation: Biosensors measure glucose concentrations between 10-1 to 10-7 M. It is linear in the range of 10-2 to 10-4 M.
Question 397,6. Transducers employed in the bulk of enzyme electrodes use which of the following principles?,a) Amperometric,b) Optical,c) Magnetic,d) Colorimetric,a,Explanation: Transducers employed in the bulk of enzyme electrodes use amperometric principle. It may also use potentiometric principle.
Question 398,7. Which of these biosensors use the principle of heat released or absorbed by a reaction?,a) Potentiometric biosensor,b) Optical biosensors,c) Piezo-electric biosensors,d) Calorimetric biosensors,d,Explanation: Calorimetric biosensors use the principle of heat released or absorbed by a reaction. The heat is measured to determine the concentration.
Question 399,8. Which of the following biosensors use the movement of electrons produced during redox reactions?,a) Amperometric biosensor,b) Potentiometric biosensors,c) Piezo-electric biosensors,d) Optical biosensors,a,Explanation: Amperometric biosensor uses the movement of electrons produced during redox reactions. Redox reactions involve both reduction and oxidation.
Question 400,"12. For constructing the glucose sensor, which of the following is used as gel?",a) Urea,b) Urease,c) Acrylamide,d) Polyacrylamide,d,"Explanation: For constructing the sensor, polyacrylamide is used as the gel. It is used to entrap the glucose oxidase."
Question 401,1. Which of the following transducers must be used for dissolved oxygen analyser?,a) Potentiometric,b) Polarographic,c) Ion-selective electrode,d) Optical transducer,b,Explanation: Polarographic transducer must be used for dissolved oxygen analyser. Dissolved oxygen is the measure of ability of water to sustain aquatic life.
Question 402,2. How does solubility of oxygen in water change with respect to temperature?,a) It decreases with increase in temperature,b) It increases with increase in temperature,c) It decreases with decrease in temperature,d) It does not depend on temperature,a,Explanation: Solubility of oxygen in water decreases with increase in temperature. Dissolved oxygen is the measure of ability of water to sustain aquatic life.
Question 403,3. The water to be analysed flows into the condenser through which of the following components?,a) Filter,b) Semi-permeable membrane,c) Throttling device,d) Platinum filament,c,Explanation: The water to be analysed flows into the condenser through a throttling device. It is cooled in the condenser.
Question 404,4. Which of the following is the function of the throttling device?,a) Filtering,b) Maintains pH of water,c) Purifies water,d) Maintains constant flow rate,d,Explanation: The function of the throttling device is to maintain a constant flow rate. The water then passes into the condenser.
Question 405,5. Which of the following section plays a major role in maintaining the accuracy of the dissolved oxygen analyser?,a) Analysing section,b) Inlet section,c) Transmitting section,d) Condensing section,c,Explanation: Transmitting section plays a major role in maintaining the accuracy of the dissolved oxygen analyser. It is the section after the analysing section.
Question 406,6. Which of the following bridges are used in dissolved oxygen analyser?,a) KelvinÕs bridge,b) Wheatstone bridge,c) ScheringÕs bridge,d) AndersonÕs bridge,b,"Explanation: Wheatstone bridge is used in dissolved oxygen analyser. Initially, the bridge is in balanced condition."
Question 407,"7. In dissolved oxygen analyser, the electrometer consists of which of the following solutions?",a) Calcium hydroxide solution,b) Magnesium hydroxide solution,c) Potassium hydroxide solution,d) Calcium oxide solution,c,"Explanation: In dissolved oxygen analyser, the electrometer consists of potassium hydroxide solution. It produces hydrogen due to electrolysis process."
Question 408,8. The dissolved oxygen analyser is based on which of the following meters?,a) Amperometer,b) Katharometer,c) pH meter,d) Voltmeter,b,Explanation: The dissolved oxygen analyser is based on katharometer. It works on the principle of thermal conductivity detector.
Question 409,9. Oxygen content can be controlled by adding which of the following materials with water?,a) Acidic solution,b) Basic solution,c) Iodine,d) Hydrazine,d,Explanation: Oxygen content can be controlled by adding hydrazine with water. It is important to maintain dissolved oxygen content in boilers to reduce corrosion.
Question 410,1. Which of the following indicate leakages in a condenser?,a) Concentration of sodium in steam and condensate are very high,b) Concentration of sodium in steam and condensate are very low,c) Concentration of sodium in steam and condensate are equal,d) Concentration of sodium in steam and condensate are not equal,d,"Explanation: If the concentration of sodium in steam and condensate are not equal, it means that a leakage is present in the condenser. If the values are equal, then it means that no leakage is present."
Question 411,2. Which of the following are added for pH adjustment in sodium analyser?,a) Acidic solution,b) Basic solution,c) Hydrazine,d) Ammonia buffer,d,Explanation: Ammonia buffer is added for pH adjustment in sodium analyser. This is added to the reference and sample solutions.
Question 412,"3. Normally, electrodes measure which of the following parameters?",a) Activity,b) Activity co-efficient,c) Blank constant,d) Ionic co-efficient,a,"Explanation: Normally, electrodes measure activity of the ion. It is a measure of free ions in the solution."
Question 413,4. Which of the following represent concentration of a solution?,a) Only free ions,b) Only bound ions,c) Free ions and bound ions,d) Either free ions or bound ions,c,Explanation: Concentration refers to the sum of free ions and bound ions. Activity refers only to free ions.
Question 414,5. Sodium selective electrode provides good response in measurement when the pH is above which of the following values?,a) 2,b) 3,c) 5,d) 10,d,"Explanation: Sodium selective electrode provides good response in measurement when the pH of the solution is above 10. Hence, buffer solution is used."
Question 415,6. Which of the following are used to free bound ions or liberate bound ions?,a) Colouring agents,b) Ammonia Buffer,c) Reagents,d) Iodine solution,c,Explanation: Reagents are used to free bound ions or liberate bound ions. The addition of reagent prevents unwanted ions from entering into the measurement.
Question 416,7. In which part of the apparatus are the reference and ion selective electrodes placed?,a) Head tank,b) Flow cell,c) Reservoir,d) Solenoid valve,b,Explanation: The reference and ion selective electrodes are placed in the flow cell. Sample is maintained in the constant head tank.
Question 417,8. The output of the electrode in sodium analyser is proportional to which of the following parameters?,a) Activity,b) Concentration,c) Negative logarithm of sodium ion concentration,d) Logarithm of sodium ion concentration,d,Explanation: The output of the electrode in sodium analyser is proportional to logarithm of sodium ion concentration. The value is recorded and indicated.
Question 418,1. Which of the following principles are used in silica analyser?,a) Amperometric principle,b) Colorimetric principle,c) Coulometric principle,d) Magnetic principle,b,Explanation: The principle used in silica analyser is colorimetric principle. The colour of the final solution is measured.
Question 419,2. Which of the following is not added to the sample during analysis during silica analysis?,a) Ammonium Molybdate,b) Sulphuric acid,c) Reducing solution,d) Iodine solution,d,"Explanation: Iodine solution is not added to the sample during analysis. Ammonium molybdate, sulphuric acid and reducing solution are added to the sample."
Question 420,3. Which of the following detectors are used in silica analyser?,a) Photovoltaic cell,b) Photo multiplier,c) Photo emissive tubes,d) Flame emission detector,a,Explanation: Photovoltaic cell is used as detector in silica analyser. This detector does not need a battery for operation.
Question 421,4. The output from both the detectors is given to which of the following devices?,a) Filters,b) Microprocessor,c) Recorder,d) Differential Amplifier,d,Explanation: The output from both the detectors is given to the differential amplifier. The amplified signal is read through a display.
Question 422,5. If the differential amplifier gives zero as output then it infers which of the following (Reference output is given to the positive terminal and sample output is given to the negative terminal)?,a) Concentration of silica in sample and reference solution is equal,b) Concentration of silica in reference solution is more than that in the sample solution,c) Concentration of silica in sample solution is more than that in the reference solution,d) Further processing is required to come to any conclusion,a,"Explanation: If the differential amplifier gives zero as output then, it means that the concentration of silica in sample and reference solution is equal. It means that the photodetectorsÕ output is equal."
Question 423,6. If the differential amplifier gives a positive output then it infers which of the following (Reference output is given to the positive terminal and sample output is given to the negative terminal)?,a) Concentration of silica in sample and reference solution is equal,b) Concentration of silica in reference solution is more than that in the sample solution,c) Concentration of silica in sample solution is more than that in the reference solution,d) Further processing is required to come to any conclusion,c,"Explanation: If the differential amplifier gives a positive output then, it means that the concentration of silica in sample solution is more than that in the reference solution. It means that the photodetectorsÕ output is not equal."
Question 424,7. If the differential amplifier gives a negative output then it infers which of the following (Reference output is given to the positive terminal and sample output is given to the negative terminal)?,a) Concentration of silica in sample and reference solution is equal,b) Concentration of silica in reference solution is more than that in the sample solution,c) Concentration of silica in sample solution is more than that in the reference solution,d) Further processing is required to come to any conclusion,b,"Explanation: If the differential amplifier gives a negative output then, it means that the concentration of silica in reference solution is more than that in the sample solution. It means that the photodetectorÕs output is not equal."
Question 425,8. Which of the following statements are true?,a) More light is absorbed if the silica content is high in a solution,b) More light is transmitted if the silica content is high in a solution,c) Less light is absorbed if the silica content is high in a solution,d) More light is absorbed if the silica content is low in a solution,a,Explanation: More amount of light is absorbed if the silica content is high in a solution. Less amount of light is transmitted if the silica content is high in a solution.
Question 426,9. How will the photodetector output be if silica content is high in a solution?,a) Output will be high,b) Output will be low,c) Output will be zero,d) Output cannot be determined,b,"Explanation: If silica content is high in a solution, the detector output will be low. This is because more light is absorbed by the solution and less amount of light is transmitted."
Question 427,10. What will be the final colour of the solution obtained during silica analysis?,a) Pink,b) Red,c) Blue,d) Yellow,c,"Explanation: This method works on the principle of molybdenum blue method. Hence, the colour of the final solution will be blue."
Question 428,1. Which of the following are highly effective in producing ion pairs when they pass through the matter?,a) Alpha particles,b) Beta particles,c) Gamma particles,d) X-ray particles,a,Explanation: Alpha particles are highly effective in producing ion pairs when they pass through the matter. They have relatively large mass and charge.
Question 429,2. Which of the following can liberate photo electrons when they fall on certain metals?,a) Alpha particles,b) Beta particles,c) Gamma particles,d) X-ray particles,d,Explanation: X-rays can liberate photo electrons when they fall on certain metals. They penetrate through certain substances that are opaque to ordinary light.
Question 430,3. Which of these particles are highly penetrating?,a) Alpha particles,b) Beta particles,c) Gamma particles,d) X-ray particles,c,"Explanation: Gamma particles are highly penetrating. Upon interaction with matter, they lose energy in three modes."
Question 431,5. Which of the following is not a mode by which beta particles lose energy on interaction with matter?,a) Photoelectric effect,b) Compton effect,c) Pair production,d) Collision effect,d,"Explanation: Upon interaction with matter, gamma rays lose energy in three modes. They are photoelectric effect, pair production and Compton Effect."
Question 432,6. The stability of the nucleus can be predicted by which of the following?,a) Electron to neutron ratio,b) Neutron to proton ratio,c) Proton to electron ratio,d) Neutron to electron ratio,b,Explanation: The stability of the nucleus can be predicted by neutron to proton ratio. The number of protons will always be equal to the number of electrons.
Question 433,7. Which of the following is true about radiochemical methods?,a) Eliminate the need for chemical preparation,b) Not sensitive,c) Not accurate,d) Not specific,a,"Explanation: Radiochemical methods eliminate the need for chemical preparation. In other method, chemical preparation has to be done before the measurement."
Question 434,8. Which of the following formulae gives the expression for half-life of a radioactive isotope when Ô_Õ is the decay constant?,a) 0.762/_,b) 0.693/_,c) 0.937/_,d) 0.258/_,b,Explanation: The formula to calculate half-life of a radioactive isotope is 0.693/_. It is the time required for half the initial stock of atoms to decay.
Question 435,9. Which of the following emissions have low ionizing power?,a) Alpha particles,b) Beta particles,c) Gamma particles,d) X-ray particles,c,Explanation: Gamma particle emissions have low ionizing power. They also have high penetrating power.
Question 436,10. Which of the following effect occurs when a gamma ray and an electron make an elastic collision?,a) Photoelectric effect,b) Compton effect,c) Pair production,d) Collision effect,d,"Explanation: Upon interaction with matter, gamma rays lose energy in three modes. Compton effect occurs when a gamma ray and an electron make an elastic collision."
Question 437,11. Which of the following effects transfers all the energy of the gamma ray to an electron in the inner orbit of the atom of the absorber?,a) Photoelectric effect,b) Compton effect,c) Pair production,d) Collision effect,a,"Explanation: Upon interaction with matter, gamma rays lose energy in three modes. Photoelectric effect transfers all the energy of the gamma ray to an electron in the inner orbit of the atom of the absorber."
Question 438,1. Which of the following is not a type of radiation detectors?,a) Geiger Muller counter,b) Proportional counter,c) Semiconductor detector,d) Flame emission detector,d,Explanation: Flame emission detector is not a type of radiation detector. Radiation can be detected by several methods.
Question 439,"2. ÔWhen nuclear radiations pass through, gas ionization is produced.Õ This is the principle of which of the following detectors?",a) Proportional counter,b) Flow counter,c) Geiger Muller counter,d) Scintillation counter,c,"Explanation: ÔWhen nuclear radiations pass through, gas ionization is produced.Õ This is the principle of which of Geiger Muller counter. It is used to measure the intensity of radioactive radiation."
Question 440,3. Which of the following acts as quenching gas in Geiger Muller counter?,a) Alcohol,b) Argon gas,c) Krypton,d) Hydrogen,a,Explanation: Alcohol acts as quenching gas in Geiger Muller counter. It is present in a gas tight envelope along with the electrodes.
Question 441,4. Which of the following acts as ionising gas in Geiger Muller counter?,a) Alcohol,b) Argon gas,c) Krypton,d) Hydrogen,b,Explanation: Argon gas acts as ionising gas in Geiger Muller counter. It is present in a gas type envelope along with the electrodes.
Question 442,5. Which of the detectors is similar to Geiger Muller counter in construction but is filled with heavier gas?,a) Proportional counter,b) Flow counter,c) Semiconductor detector,d) Scintillation counter,a,Explanation: Proportional counter is similar to Geiger Muller counter in construction but is filled with heavier gas. The output is proportional to the intensity of radiation incident on it.
Question 443,6. Which of the following gases are used in proportional counter as the ionising gas?,a) Alcohol,b) Argon gas,c) Krypton,d) Hydrogen,c,Explanation: Proportional counter is filled with krypton. It acts as ionising gas. Xenon can also be used.
Question 444,7. Which of the following is the main disadvantage of solid state semiconductor detector?,a) Low accuracy,b) Low sensitivity,c) It should be maintained at low temperature,d) High pressure has to be produced,c,Explanation: The main disadvantage of solid state semiconductor detector is that it must be maintained at low temperature. This is necessary to reduce noise and to prevent deterioration of detector characteristics.
Question 445,8. Scintillation detector is a large flat crystal of which of the following materials?,a) Sodium chloride,b) Sodium iodide,c) Sodium sulphate,d) Sodium carbonate,a,Explanation: Scintillation detector is a large flat crystal of sodium iodide. It is coated with thallium doping.
Question 446,10. Which of the following materials are used as the insulation between inner and outer electrodes of the ion chamber?,a) Polythene,b) Plastic,c) Polytetrafluoroethylene,d) Polyacrylamide,c,Explanation: Polytetrafluoroethylene is used as the insulation between inner and outer electrodes of the ion chamber. The material has very high resistance.
Question 447,11. Liquid samples must be counted using ionization chamber by placing them in which of the following?,a) Test tube,b) Curvette,c) Ampoules,d) Flask,c,Explanation: Liquid samples must be counted using ionization chamber by placing them in ampoules. The ampoules are placed in the chamber.
Question 448,13. Liquid Scintillators are used for which of the following materials?,a) Low energy beta materials,b) High energy beta materials,c) Low energy gamma materials,d) High energy gamma materials,a,Explanation: Liquid Scintillators are used for low energy beta materials. Solid scintillators are used for high energy beta materials.
Question 449,1. The first gamma camera is also known by which of the following names?,a) Hal camera,b) Anger camera,c) Muller camera,d) West camera,b,Explanation: The first gamma camera is also known as Anger camera. It was developed by Hal Anger.
Question 450,2. Which of the following is not a component of gamma camera?,a) Collimator,b) Detector crystal,c) Pre-amplifier,d) Position logic circuit,c,Explanation: Pre-amplifier is not a component of gamma camera. It is an imaging device commonly used in medical applications.
Question 451,3. Which of the following is the first object that an emitted gamma photon encounters after exciting,the body?,a) Collimator,b) Detector crystal,c) Photo multiplier tubes,c,"Explanation: Collimator is the first object that an emitted gamma photon encounters after exciting the body. In the conventional method, the collimator is placed over the detector crystal."
Question 452,"4. Which of the following is a pattern of holes through gamma ray absorbing material, usually lead or",tungsten?,a) Collimator,b) Detector crystal,c) Photo multiplier tubes,a,"Explanation: Collimator is a pattern of holes through gamma ray absorbing material, usually lead or tungsten. In the conventional method, the collimator is placed over the detector crystal."
Question 453,"5. When energy of an absorbed gamma photon is released, a flash of light is produced. This is similar to which of the following effects?",a) Photoelectric effect,b) Compton effect,c) Pair production,d) Collision effect,a,Explanation: The given effect is similar to photoelectric effect. It occurs in scintillation detector.
Question 454,6. Which of the following components adds all the signals and determines where each scintillation event occurred in the detector?,a) Collimator,b) Detector crystal,c) Photo multiplier tubes,d) Position circuitry,d,Explanation: Position circuitry adds all the signals and determines where each scintillation event occurred in the detector. It is an electronic circuit and it receives all the signals from photo multiplier tube.
Question 455,8. Gamma camera uses which of these components to produce a position intensity picture of radioactive area?,a) Collimator,b) Scintillation detector,c) Photo multiplier tubes,d) Position circuitry,b,Explanation: Gamma camera uses scintillation detector to produce a position intensity picture of radioactive area. It is an imaging device commonly used in medical applications.
Question 456,9. Which of the following is known as a scintillation counter?,a) Scintillator,b) Scintillator along with a photo multiplier tube,c) Scintillator along with the crystal,d) Scintillator along with position circuitry,b,Explanation: Scintillation detector along with a photo multiplier tube is known as scintillation counter.Scintillation is the process of turning radioactive energy into light using a scintillator.
Question 457,"1. In liquid scintillation counter, which of the following is a fluorescent substance?",a) Solvent,b) Solute,c) Crystal,d) Reagent,b,"Explanation: In liquid scintillation counter, a mixture of solvent and solute is used. The solute is a fluorescent substance."
Question 458,2. When UV light is absorbed by the fluor molecules the light emitted is in which of the following colours?,a) Pink,b) Red,c) Green,d) Blue,d,Explanation: When UV light is absorbed by the fluor molecules the light emitted is in blue colour. Light is emitted when the molecules return to the ground state.
Question 459,"3. In liquid scintillation counter, which of the following is used to convert light into electrical signals?",a) Photo multiplier tube,b) Photo emissive tube,c) Photo voltaic cell,d) Photo reflector,a,Explanation: The photo multiplier tube converts light into electrical signals in liquid scintillation counter. Two photo multiplier tubes are used in liquid scintillation counter.
Question 460,4. The reduction in counting efficiency of the scintillation detector is called as __________,a) Disintegration,b) Decay,c) Quenching,d) Reduction,c,Explanation: The reduction in counting efficiency of the scintillation detector is called as quenching. Substances added to the counting vial can reduce the efficiency.
Question 461,5. Which of the following is not a type of quenching?,a) Chemical quench,b) Interference quench,c) Colour quenching,d) Self-absorption,b,Explanation: There are three types of quenching. Interference quench is not a type of quenching.
Question 462,"6. In which type of quenching, the radiation emitted by the isotope is not detected due to absorption of the radiation by the sample itself?",a) Chemical quench,b) Interference quench,c) Colour quenching,d) Self-absorption,d,"Explanation: In self-absorption, the radiation emitted by the isotope is not detected due to absorption of the radiation by the sample itself. It may occur due to precipitates."
Question 463,"8. Due to the presence of red, green and yellow colour in the vial, which of the following occurs?",a) Chemical quench,b) Interference quench,c) Colour quenching,d) Self-absorption,c,"Explanation: Scintillators emit light in the blue region of the spectrum. Due to the presence of other colours, colour quenching may occur."
Question 464,9. A quench curve can be constructed by plotting the counting efficiency versus ____________,a) Q-number,b) Quench factor,c) H-number,d) Disintegrations,c,Explanation: A quench curve can be constructed by plotting the counting efficiency versus H-number. This is done using a set of samples with known activity.
Question 465,1. A discriminator circuit is which of the following circuits?,a) Wheatstone bridge,b) Instrumentation amplifier,c) Astable multivibrator,d) Schmitt trigger,d,Explanation: A discriminator circuit is a Schmitt trigger circuit. There are two discriminator circuits in pulse height analyser.
Question 466,2. Which of the following is the function of the discriminator?,a) Rejects signals below a certain voltage,b) Rejects signals above a certain voltage,c) Rejects signal in a range alone,d) Filters noise alone,a,Explanation: The discriminator can be set to reject signals below a certain voltage. This is required for excluding scattered radiation and noise.
Question 467,3. The difference between the pulses having amplitudes between the two triggering levels is called as __________,a) Pulse width,b) Energy gap,c) Window width,d) Amplitude variation,c,Explanation: The difference between the pulses having amplitudes between the two triggering levels is called as window width. It is also called the channel width.
Question 468,4. The pulses having amplitudes between the two triggering levels are given by which of the following components?,a) Pre-amplifiers,b) Linear amplifiers,c) Anti-coincidence circuits,d) Discriminators,d,Explanation: The pulses having amplitudes between the two triggering levels are given by discriminators. There are two discriminators.
Question 469,5. Schmitt triggers are followed by which of the following components?,a) Pre-amplifier,b) Linear amplifier,c) Anti-coincidence circuit,d) Discriminator,c,Explanation: Schmitt triggers are followed by anti-coincidence circuits. The output of anti-coincidence circuit is given to counters.
Question 470,6. Which of the following components cancels all the pulses which trigger both the discriminators?,a) Pre-amplifier,b) Linear amplifier,c) Anti-coincidence circuit,d) Discriminator,c,Explanation: Anti-coincidence circuit cancels all the pulses which trigger both the discriminators. The output of anti-coincidence circuit is given to counters.
Question 471,7. Which of the following is used when the number of channels is ten or less?,a) Two discriminators in series,b) Two discriminators in parallel,c) Series array of discriminators,d) Parallel array of discriminators,d,Explanation: Parallel array of discriminators are used when the number of channels is ten or less. If the number is more than ten this is not preferred.
Question 472,9. The signal reaching which of the following components is the one lying in the window of pulse height analyser?,a) Pre-amplifier,b) Linear amplifier,c) Counter,d) Discriminator,c,Explanation: The signal reaching the counter is the one lying in the window of pulse height analyser. Scalar and counter follow the anti-coincidence circuit.
Question 473,"1. In X-ray spectrometers, the specimen or the sample is placed after which of the following components?",a) X-ray tube,b) Monochromator,c) Collimator,d) Detector,a,"Explanation: In X-ray spectrometers, the specimen or the sample is placed after the X-ray tube. The X-ray tube is the source of the X-ray."
Question 474,2. Which of the following components are used to generate X-rays?,a) Meyer tube,b) West tube,c) Anger tube,d) Coolidge tube,d,Explanation: Coolidge tube is used to generate X-rays. It the source of X-rays. Coolidge tube requires stabilised current and high voltage.
Question 475,3. Using which of the following components is the generated x-rays focussed upon the specimen?,a) X-ray tube,b) Monochromator,c) Collimator,d) Detector,c,Explanation: Collimator is used to focus the generated x-rays upon the specimen. The collimator is in between the specimen under analysis and the Coolidge tube.
Question 476,4. The cathode in the Coolidge tube is made of which of the following elements?,a) Quartz,b) Iron,c) Tungsten,d) Barium,c,Explanation: The cathode in the Coolidge tube is made of tungsten. The anode is made of copper.
Question 477,6. Which of the following is not a target metal used in Coolidge tube?,a) Rhodium,b) Cobalt,c) Gold,d) Silver,c,"Explanation: Gold is not used as a target metal in Coolidge tube. The other target metals are copper, molybdenum and chromium."
Question 478,7. How can the resolution of the collimator be increased?,a) By reducing the separation between the metal plates of the collimator,b) By increasing the separation between the metal plates of the collimator,c) By increasing the number of metal plates,d) By decreasing the number of metal plates,a,Explanation: The resolution of the collimator can be increased by reducing the separation between the metal plates of the collimator. Collimator has a series of closely spaced parallel metal plates.
Question 479,"8. When x-rays emitted from molybdenum are allowed to pass through a zirconium filter, which of the following occurs?",a) It absorbs radiation of shorter wavelength,b) It absorbs radiation of longer wavelength,c) It allows radiation of shorter wavelength to pass through,d) It allows radiation in a particular band to pass through,b,"Explanation: When x-rays emitted from molybdenum are allowed to pass through a zirconium filter, it absorbs radiation of shorter wavelength. It allows radiation of stronger wavelength to pass through."
Question 480,10. Which of the following crystals are not suited for x-ray grating?,a) Topaz,b) Lithium fluoride,c) Calcium fluoride,d) Sodium fluoride,d,Explanation: The crystal which is not suited for x-ray grating is sodium fluoride. Other crystals which are suitable for x-ray grating are gypsum and sodium chloride.
Question 481,12. The x-rays generated come out of the Coolidge tube through which of the following?,a) Beryllium window,b) Tungsten window,c) Collimator,d) Target material,a,Explanation: The x-rays generated come out of the Coolidge tube through beryllium window. Some energy is lost as heat.
