Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 555,4. Which of the following statement is true?,a) number of kg moles of a gas = mass / molecular weight,b) molar volume = total volume of the gas / number of kg moles,c) both of the mentioned,d) none of the mentioned,c,Explanation: Number of moles is in kgmoles and molar volume is in (m^3)/kg mol. 
Question 556,5. The equation of state is a functional relationship between,a) pressure,b) molar or specific volume,c) temperature,d) all of the mentioned,d,"Explanation: It is expressed in the form f(p,v,T)=0. "
Question 557,7. Which of the following statement is true about a gas?,a) lim(pv) with p tending to 0 is independent of the nature of gas,b) lim(pv) with p tending to 0 depends only on the temperature,c) this holds true for all the gases,d) all of the mentioned,d,Explanation: This is one of the fundamental property for all the gases.
Question 558,8. Universal gas constant is given by,a) lim(pv) / 273.16,b) R,c) 0.083 litre-atm/gmol K,d) all of the mentioned,d,Explanation: Putting the value of lim(pv) = 22.4 litre-atm/gmol we get the value of R. 
Question 559,"10. For which of the following gases, does the product (pv) when plotted against p gives depends only on temperature?",a) nitrogen,b) hydrogen,c) air and oxygen,d) all of the mentioned,d,Explanation: It is a fundamental property of gas that lim(pv) with p tending to 0 is independent of the nature of gas and depends only on the temperature.
Question 560,2. The value of universal gas constant is,a) 8.2353,b) 8.3143,c) 8.5123,d) none of the mentioned,b,"Explanation: This value comes from the Avogadro law when we put p=760 mm Hg = 1.013*10^5 N/m^2 , T=273.15 K , v=22.4 m^3/kgmol. "
Question 561,3. Which of the following statement is true?,a) characteristic gas constant is given by dividing the universal gas constant by the molecular weight,b) Avogadro’s number (A) = 6.023 * 10^26 molecules/kgmol,c) Boltzmann constant (K) = 1.38 * 10^-23 J/molecule K,d) all of the mentioned,d,Explanation: The Boltzmann constant is given by universal gas constant divided by Avogadro number.
Question 562,4. The equation of state of an ideal gas is given by,"a) pV=mRT, here R is characteristic gas constant","b) pV=nRT, here R is universal gas constant",c) pV=NKT,d) all of the mentioned,d,Explanation: Characteristic gas constant is given by dividing the universal gas constant by the molecular weight and Boltzmann constant is given by universal gas constant divided by Avogadro number.
Question 563,"6. For real gases,",a) specific heats vary appreciably with temperature,b) specific heats vary little with pressure,c) both of the mentioned,d) none of the mentioned,c,Explanation: This is in contrast to an ideal gas for which specific heats are constant.
Question 564,"7. At constant temperature, (u being the internal energy)",a) u change when v or p changes,b) u does not change when v or p changes,c) u does not change when t changes,d) u always remains constant,b,Explanation: Internal energy does not change with change in v or p but changes only when temperature changes.
Question 565,9. Which of the following statement is true? (c is the specific heat at constant volume),a) the equation du=c*dT holds good for an ideal gas for any process,"b) for gases other than ideal ones, the equation holds true for a constant volume process only",c) for an ideal gas c is constant and hence _u=c*_T,d) all of the mentioned,d,Explanation: All these statements are true and also internal energy is a function of temperature only.
Question 566,10. Which of the following statement is correct for an ideal gas?,a) h=u+pv,b) h=u+RT,c) h=f(T),d) all of the mentioned,d,"Explanation: For an ideal gas, pv=RT and hence h is a function of temperature only."
Question 567,11. Characteristic gas constant is given by (here cp=specific heat at constant pressure and cv is the specific heat at constant volume),a) R=cv – cp,b) R=cp + cv,c) R=cp – cv,d) none of the mentioned,c,Explanation: _h=(cv+R)_T = cp*_T.
Question 568,1. The value of cp and cv depend on,a) temperature of the gas,b) _ and R,c) pressure of the gas,d) all of the mentioned,b,Explanation: The value of cp and cv depends on the number of atoms in a molecule and the molecular weight of the gas.
Question 569,2. Which of the following statement is true?,a) value of _ for monoatomic gases is 5/3,b) value of _ for diatomic gases is 7/5,"c) for polyatomic gases, the value of _ is approximately taken as 4/3",d) all of the mentioned,d,Explanation: These values of _ can be shown by the classical kinetic theory of gases.
Question 570,3. The maximum and minimum values of _ is,"a) 1.33, 1","b) 2.00, 1","c) 1.67, 1","d) 1.25, 1",c,Explanation: _=1 when cp=cv and _=1.67=5/3 for monoatomic gases.
Question 571,4. Which of the following equation can be used to compute the entropy change between any two states of an ideal gas?,a) s2-s1 = cv*ln(T2/T1) + R*ln(v2/v1),b) s2-s1 = cp*ln(T2/T1) – R*ln(p2/p1),c) s2-s1 = cp*ln(v2/v1) + cv*ln(p2/p1),d) all of the mentioned,d,Explanation: Any of the given three equations can be used.
Question 572,"6. For a reversible adiabatic process,",a) p*(v^_) = constant,b) T*(v^(_-1)) = constant,c) T*(p^(1-_)/_) = constant,d) all of the mentioned,d,Explanation: All these relations come from the pv=RT and p*(v^_) = constant. 
Question 573,7. Which of the following is true for a polytropic process?,a) p(v^n) is used to describe the process,b) it is not adiabatic,c) it can be reversible,d) all of the mentioned,d,Explanation: These are the properties of an adiabatic process.
Question 574,"8. In the equation p(v^n), n is calculated by",a) (logp1 + logp2) / (logv2 + logv1),b) (logp1 – logp2) / (logv2 – logv1),c) (logp1 – logp2) / (logv2 + logv1),d) none of the mentioned,b,Explanation: It comes from the p1*(v1^n) = p2*(v2^n).
Question 575,"9. For entropy change in a polytropic process, which of the following statement is true?","a) when n=_, the entropy change becomes zero","b) if p2>p1, for n<=_, the entropy of the gas decreases","c) for n>_, the entropy of the gas increases",d) all of the mentioned,d,Explanation: This comes from the relation s2-s1 = [(n-_)/{n(_-1)}]*R*ln(p2/p1). 
Question 576,11. Which of the following is true?,"a) for n>_, there will be positive heat transfer and gain in entropy","b) for n<_, there will be negative heat transfer and decrease in entropy",c) both of the mentioned,d) none of the mentioned,c,Explanation: This comes from the relation Qr=cn*_T and cn=cv(_-n)/(1-n).
Question 577,2. Which of the following relation is correct?,a) cv = R/(_-1),b) cp = _R/(_-1),c) _ = cp/cv,d) all of the mentioned,d,Explanation: Since _=cp/cv and cp-cv=R.
Question 578,3. Which of the following values of n are correct?,"a) for isobaric process, n=0","b) for isothermal process, n=1","c) for isentropic process, n=_",d) all of the mentioned,d,"Explanation: For isobaric process, pressure=constant, for isothermal process, temperature=constant and for isentropic process, entropy=constant."
Question 579,5. A spherical helium balloon of 10m diameter is at 15°C and 100 kPa. How much helium does it contain?,a) 57.5 kg,b) 67.5 kg,c) 77.5 kg,d) 87.5 kg,a,"Explanation: V = (4π/3)r^3 = (π/6)D^3 = 523.6 m^3			 m(He) =  _V = PV/RT			 =(100 _ 523.6)/(2.0771 _ 288) =  87.5 kg. "
Question 580,6. A rigid tank of 1 m^3 contains nitrogen gas at 600 kPa and 400 K. If 0.5 kg of gas flows out then what is the final pressure given the final temperature is 375 K?,a) 501.9 kPa,b) 503.9 kPa,c) 506.9 kPa,d) none of the mentioned,c,"Explanation: m =(PV/RT) = (600 _ 1)/(0.2968 _ 400) = 5.054 kg			 therefore m2 =  m – 0.5 = 5.054 – 0.5 = 4.554 kg			 P2 = (m2RT2)/V = (4.554 _ 0.2968 _ 375)/1 = 506.9 kPa. "
Question 581,"7. A cylindrical gas tank 1 m long having inside diameter of 20 cm, is evacuated and filled with carbon dioxide gas at 25°C. What pressure should be the pressure if there is to be 1.2 kg of carbon dioxide?",a) 2052 kPa,b) 2152 kPa,c) 2252 kPa,d) 2352 kPa,b,"Explanation: V = A _ L = (π/4)[(0.2)^2] _ 1 =  0.031416 m^3			 P V = mRT			 P = [1.2_0.1889_(273.15 + 25) K)]/(0.031416 m^3) = 2152 kPa. "
Question 582,"8. A hollow metal sphere having an inside diameter of 150-mm is weighed first when evacuated and then after being filled to 875 kPa with an unknown gas. If the difference in mass is 0.0025 kg, and the temperature is 25°C, find the gas.",a) helium,b) argon,c) hydrogen,d) nitrogen,a,"Explanation: V = (π/6)(0.15)^3 =  0.001767 m^3			 M = (mRT/PV) = (0.0025 _ 8.3145 _ 298.2)/(875 _ 0.001767) = 4.009			 this is the mass of helium gas. "
Question 583,"9. An auto-mobile tire has air at _10°C and 190 kPa. After sometime, the temperature gets up to 10°C. Find the new pressure.",a) 210.4 kPa,b) 224.4 kPa,c) 200.4 kPa,d) 204.4 kPa,d,"Explanation: Assume constant volume and that air is an ideal gas			 P2 = P1 _ T2/T1			    = 190 _(283.15/283.15)				= 204.4 kPa. "
Question 584,"10. A piston cylinder contains air at 600 kPa, 290 K and a volume of 0.01m^3. A constant pressure process gives 54 kJ of work out. Find the final temperature of the air.",a) 2700 K,b) 2800 K,c) 2900 K,d) 3000 K,c,"Explanation: W = ∫ P dV = P_V			 _V = W/P = 54/600 = 0.09 m^3			 V2 = V1 + _V = 0.01 + 0.09 = 0.1 m^3			 Assuming ideal gas, PV = mRT, then we have			 T2 = P2V2/(mR) = (P2V2)*T1/(P1V1)= (V2/V1)*T1			 = (0.1/0.01)*290 = 2900 K. "
Question 585,"1. In a gas compressor,",a) work is done on the gas to raise its pressure,b) there is an appreciable increase in its density,c) both of the mentioned,d) none of the mentioned,c,Explanation: This is the main function of a gas compressor.
Question 586,"2. For _>n>1 and for the same pressure ratio p2/p1, the maximum work is needed for",a) isothermal compression,b) adiabatic compression,c) polytropic compression,d) all need same work,b,Explanation: This comes when these three reversible compression processes are plotted on the p-V diagram.
Question 587,"4. A two-stage compression process includes,",a) the gas is first compressed isentropically in the low pressure cylinder,b) it is cooled in the intercooler to its original temperature,c) it is compressed isentropically in the high pressure cylinder,d) all of the mentioned,d,Explanation: All these processes take place in the order a-b-c in a two-stage compressor.
Question 588,5. For minimum work the intermediate pressure is the _____ of the suction and discharge pressures.,a) arithmetic mean,b) geometric mean,c) sum,d) difference,b,"Explanation: The intermediate pressure p2=sqrt(p1*p4), where p1 is the suction pressure and p4 is the discharge pressure."
Question 589,6. The intermediate pressure that produces minimum work will also result in,a) equal pressure ratios in the two stages of compression,b) equal work for the two stages,c) equal discharge temperatures,d) all of the mentioned,d,Explanation: This comes from the pressure-temperature relations.
Question 590,7. Heat rejected in the intercooler is given by (here cp is the specific heat at constant pressure),a) cp*(T3-T2),b) cp*(T3+T2),c) cp*(T2-T3),d) none of the mentioned,c,Explanation: The process of intercooling is from 2-3.
Question 591,"8. If there are N stages of compression, then the pressure ratio in each stage is",a) p2/p1 = (discharge pressure/suction pressure)^(1/N),b) p2/p1 = (suction pressure/discharge pressure)^(1/N),c) p2/p1 = (discharge pressure/suction pressure)^N,d) p2/p1 = (suction pressure/discharge pressure)^N,a,Explanation: This is true irrespective of the number of stages in compression.
Question 592,9. The isothermal efficiency of a compressor is given by,a) p1*v1/ total work of compression,b) p1*v1*ln(p2/p1) / total work of compression,c) total work of compression / p1*v1*ln(p2/p1),d) total work of compression / p1*v1,b,"Explanation: In gas compression, the desirable idealized process is often a reversible isothermal process."
Question 593,11. Clearance(C) is defined as,a) (piston displacement per cycle / clearance volume )^n,b) piston displacement per cycle / clearance volume,c) clearance volume / piston displacement per cycle,d) (clearance volume / piston displacement per cycle)^n,c,Explanation: This is used to make the calculations easier.
Question 594,12. The volumetric efficiency is given by,a) 1-C+C(p2/p1)^(1/n),b) 1+C-C(p2/p1)^(1/n),c) 1+C+C(p2/p1)^(1/n),d) 1-C-C(p2/p1)^(1/n),b,Explanation: This comes from the basic formula of volumetric efficiency.
Question 595,13. Volumetric efficiency decreases as the clearance _____ and as the pressure _____,"a) decreases, increases","b) increases, decreases","c) decreases, decreases","d) increases, increases",d,Explanation: We know that (p2/p1)^(1/n) is always greater than 1 and volumetric efficiency is given by 1+C-C(p2/p1)^(1/n). 
Question 596,"15. For a fixed clearance, as the pressure ratio is increased, the volumetric efficiency of a compressor",a) decreases,b) increases,c) remains constant,d) none of the mentioned,a,"Explanation: As the pressure ratio increases, the volumetric efficiency of a compressor decreases."
Question 597,"1. For the ideal gas equation, what assumptions are made?",a) there is little or no attraction between the molecules of the gas,b) the volume occupied by the molecules is negligibly small compared to the volume of the gas,c) both of the mentioned,d) none of the mentioned,c,Explanation: The ideal gas equation pv=RT is established from the postulates of the kinetic theory of gases considering these two assumptions.
Question 598,2. When does a real gas obey the ideal gas equation closely?,a) at high pressure and low temperature,b) at low pressure and high temperature,c) at low pressure and temperature,d) at high pressure and temperature,b,"Explanation: At low pressure and high temperature, the intermolecular attraction and the volume of the molecules compared to the total volume of the gas are not of much significance."
Question 599,4. The corrected gas equation is given by,a) (p+a/(v2))(v+b)=RT,b) (p-a/(v2))(v-b)=RT,c) (p-a/(v2))(v+b)=RT,d) (p+a/(v2))(v-b)=RT,d,Explanation: The two correction terms were introduced by van der Waals.
Question 600,5. Which of the following statement is true about the correction terms?,a) the coefficient a was introduced to account for the existence of mutual attraction between the molecules,b) the term a/(v2) is called the force of cohesion,c) the coefficient b was introduced to account for the volumes of the molecules and is known as co-volume,d) all of the mentioned,d,Explanation: These coefficients were also introduced by van der Waals.
Question 601,7. The following also gave two-constant equations of state.,a) Berthelot,b) Dieterici,c) Redlich-Kwong,d) all of the mentioned,d,Explanation: These are also two-constant equations of state other than the van der Waals equation.
Question 602,8. Compressibility factor Z is given by,a) RT/pv,b) pv/RT,c) (RT/pv)2,d) (pv/RT)2,b,Explanation: This ratio is known as compressibility factor.
Question 603,"9. For an ideal gas, Z has the value",a) 0,b) 2,c) 1,d) infinity,c,"Explanation: For an ideal gas, pv=RT hence Z=1."
Question 604,"1. For a gas, the compressibility factor Z depends on",a) pressure and volume,b) pressure and temperature,c) volume and temperature,"d) pressure, volume and temperature",b,"Explanation: For a particular gas, Z depends on pressure and temperature."
Question 605,3. How could we use one compressibility factor chart for all the substances?,a) it would be more convenient,b) the general shapes of the vapour dome and of the constant temperature lines on the p-v plane can be similar for all substances,c) their similarity can be exploited using dimensionless properties,d) all of the mentioned,d,Explanation: These dimensionless properties called reduced properties can be used for all the substances.
Question 606,4. Which of the following property is used as the dimensionless property?,a) reduced pressure,b) reduced volume,c) reduced temperature,d) all of the mentioned,d,Explanation: The reduced pressure is the ratio of existing pressure to the critical pressure of the substance and like this all other properties are written.
Question 607,5. Which of the following statement is true?,a) the specific volumes of different gases at same pressure and temperature are different,b) the reduced volumes of different gases at same reduced pressure and reduced temperature are same,c) both of the mentioned,d) none of the mentioned,c,Explanation: This is found from the experimental data and because of this reduced properties are used.
Question 608,7. The generalized compressibility chart is a plot in,a) when reduced pressure is plotted as a function of reduced temperature and Z,b) when reduced temperature is plotted as a function of reduced pressure and Z,c) when Z is plotted as a function of reduced pressure and reduced temperature,d) none of the mentioned,b,Explanation: The generalized compressibility chart is found to be satisfactory for a great variety of substances.
Question 609,8. The law of corresponding states is a relation among,a) reduced pressure and reduced temperature,b) reduced volume and reduced temperature,c) reduced volume and reduced pressure,d) reduced pressure and reduced temperature and reduced volume,d,Explanation: This relation can be derived from the equations of state. 
Question 610,"9. The corrected gas equation is a cubic in v, which of the following statement is true about its roots?","a) at low temperature, three positive real roots exists","b) at critical temperature, the three real roots become equal","c) at high temperature, only one real root exists",d) all of the mentioned,d,Explanation: The equation has three roots which are different for different temperature and pressure.
Question 611,10. The value of compressibility factor at the critical state for a van der Waals gas is,a) 0.325,b) 0.350,c) 0.375,d) 0.400,c,"Explanation: This value comes from the relation, R=(8/3)(p*v/T) where p,v,T are critical values."
Question 612,11. At very low pressures Z approaches,a) zero,b) unity,c) 0.50,d) infinity,b,"Explanation: At very low pressures, a real gas approaches the ideal gas behaviour."
Question 613,12. Which of the following statement is true about the reduced equation of state?,"a) the individual coefficients a,b,R for a particular gas have disappeared",b) it reduces the properties of all gases to one formula,c) it tells us that to what extent a real gas obeys van der Waals equation,d) all of the mentioned,d,Explanation: These are the properties of the reduced equation of state.
Question 614,13. The Boyle temperature is given by,a) a/(b*R),b) b/(a*R),c) R/(a*b),d) 1/(a*b*R),a,"Explanation: It is obtained when the value of B=b-a/(RT) is zero, i.e., B=0."
Question 615,1. The expression which represents the pressure exerted by a gas is,a) nVRT,b) nRT/V,c) V/nRT,d) 1/nVRT,b,Explanation: This expression comes from the gas equation where V is the volume occupied by the gas at temperature T. 
Question 616,"3. According to the Dalton’s law of partial pressures, the total pressure of a mixture of ideal gases is equal to the",a) difference of the highest and lowest pressure,b) product of the partial pressures,c) sum of the partial pressures,d) none of the mentioned,c,"Explanation: According to the Dalton’s law of partial pressures, p=p1+p2+p3+…..+pc. "
Question 617,4. Which of the following relation is correct?,a) mole fraction of the Kth gas = moles of the Kth gas / total number of moles of gas,b) partial pressure of Kth gas = (mole fraction of the Kth gas)*(sum of the partial pressures),c) sum of mole fractions of all the gases is unity,d) all of the mentioned,d,Explanation: All these statements come from the Dalton’s law of partial pressures.
Question 618,5. The gas constant of the mixture is the ____ of the gas constants of the components.,a) average,b) weighted mean,c) sum,d) difference of the highest and the lowest,b,Explanation: It can be found from the Dalton’s law and gas equation.
Question 619,7. Which of the following statement is true?,"a) V=V1+V2+….+Vc , where V is the partial volume of the component","b) 1/v = 1/(v1) + 1/(v2) + …….. + 1/(vc) , where v is the specific volume of the component",c) total density is equal to the sum of the densities of the components,d) all of the mentioned,d,Explanation: these relations come from the Dalton’s law and the gas equation.
Question 620,8. The total entropy of a mixture of gases is the ____ of the partial entropies.,a) average,b) weighted mean,c) sum,d) difference of the highest and the lowest,c,Explanation: This is given by the Gibbs theorem.
Question 621,"9. When gases which are at equal pressure and temperature are mixed adiabatically without work, then",a) internal energy of the gaseous system remains constant,b) heat transfer of the gaseous system remains constant,c) entropy of the gaseous system remains constant,d) all of the mentioned,a,Explanation: This is because of the first law.
Question 622,2. A pure substance which exists in a single phase has ____ independent variables.,a) zero,b) one,c) two,d) three,c,"Explanation: Of all the quantities, any one can be expressed as a function of any two others."
Question 623,3. Which of the following relation is correct?,a) dU=TdS-pdV,b) dH=TdS+Vdp,c) dG=Vdp-SdT,d) all of the mentioned,d,Explanation: These relations are true for a pure substance which undergoes an infinitesimal reversible process.
Question 624,4. Maxwell’s equations consists of ____ equations.,a) four,b) three,c) two,d) one,a,Explanation: Maxwell’s equations consists of four equations.
Question 625,5. Which of the following is not a Maxwell equation?,a) (∂T/∂V) = -(∂p/∂S),b) (∂T/∂p) = -(∂V/∂S),c) (∂p/∂T) = (∂S/∂V),d) (∂V/∂T) = -(∂S/∂p),b,Explanation: The correct equation is (∂T/∂p) = (∂V/∂S).
Question 626,6. The condition for exact differential is,a) (∂N/∂y) = (∂M/∂x),b) (∂M/∂y) = (∂N/∂x),c) (∂M/∂y) = -(∂N/∂x),d) all of the mentioned,b,Explanation: This is the condition for perfect or exact differential and here M and N are the functions of x and y.
Question 627,7. The first TdS equation is,a) TdS=Cv*dT + T(∂T/∂p)dV,b) TdS=Cv*dT – T(∂p/∂T)dV,c) TdS=Cv*dT + T(∂p/∂T)dV,d) TdS=Cv*dT – T(∂T/∂p)dV,c,Explanation: This equation comes when entropy is defined as a function of T and V and using Cv and Maxwell’s third equation.
Question 628,8. The second TdS equation is,a) TdS=Cp*dT + T(∂V/∂T)dp,b) TdS=Cp*dT – T(∂V/∂T)dp,c) TdS=Cp*dT + T(∂T/∂V)dp,d) TdS=Cp*dT – T(∂T/∂V)dp,b,Explanation: This equation comes when entropy is defined as a function of T and p and using Cp and Maxwell’s fourth equation.
Question 629,9. Which of the following is true?,a) (∂p/∂V)*(∂V/∂T)*(∂T/∂p)= infinity,b) (∂p/∂V)*(∂V/∂T)*(∂T/∂p)= 0,c) (∂p/∂V)*(∂V/∂T)*(∂T/∂p)= 1,d) (∂p/∂V)*(∂V/∂T)*(∂T/∂p)= -1,d,"Explanation: This is the relation between the thermodynamic variables, p,V and T."
Question 630,1. What do we get on equating the first and second TdS equations?,a) Cp-Cv = T*(∂T/∂p)*(∂V/∂T),b) Cp-Cv = T*(∂p/∂T)*(∂V/∂T),c) Cp+Cv = T*(∂p/∂T)*(∂V/∂T),d) none of the mentioned,b,Explanation: This is the relation we get on equating first and second TdS equations.
Question 631,"2. Consider the equation Cp-Cv = -T*(∂p/∂V)(∂V/∂T)2 , which of the following is correct?",a) (∂V/∂T)2 is always positive,b) (∂p/∂V) for any substance is negative,c) (Cp-Cv) is always positive,d) all of the mentioned,d,"Explanation: From this we can conclude that, Cp is always greater than Cv."
Question 632,3. When do we have the condition Cp=Cv?,"a) as T approaches 0K, Cp tends to approach Cv","b) when (∂V/∂T)=0, Cp=Cv",c) both of the mentioned are correct,d) none of the mentioned are correct,c,Explanation: These facts come from the equation Cp-Cv = -T*(∂p/∂V)(∂V/∂T)2.
Question 633,"4. For an ideal gas,",a) Cp-Cv = R,b) Cp-Cv = mR,c) Cp=Cv,d) all of the mentioned,b,"Explanation: This comes from the ideal gas equation, pV=mRT. "
Question 634,5. The volume expansivity and isothermal compressibility is defined as,a) volume expansivity = (1/V)*(∂V/∂T) at p and isothermal compressibility = (-1/V)*(∂V/∂T) at T,b) volume expansivity = (1/V)*(∂V/∂T) at p and isothermal compressibility = (-1/V)*(∂V/∂T) at T,c) volume expansivity = (1/V)*(∂V/∂T) at p and isothermal compressibility = (-1/V)*(∂V/∂T) at T,d) none of the mentioned,a,Explanation: These two terms are used for better representation of the original equation.
Question 635,6. The equation Cp-Cv = -T*(∂p/∂V)(∂V/∂T)2 can also be expressed as,a) Cp-Cv = T*V*(isothermal compressibility)2 / (volume expansivity),b) Cp-Cv = T*V*(isothermal compressibility) / (volume expansivity),c) Cp-Cv = T*V*(volume expansivity)2 / (isothermal compressibility),d) Cp-Cv = T*V*(volume expansivity) / (isothermal compressibility),c,Explanation: This comes from the equation Cp-Cv = -T*(∂p/∂V)(∂V/∂T)2 when we use volume expansivity and isothermal compressibility in it.
Question 636,"7. At constant entropy, the two TdS equations give us the relation",a) Cp+Cv = 0,b) Cp=Cv,c) Cp-Cv = mR,d) Cp/Cv = _,d,Explanation:  This relation is obtained on dividing the two TdS equations.
Question 637,8. The slope of an isentrope is ____ the slope of an isotherm on p-v diagram.,a) less than,b) greater than,c) equal to,d) less than or equal to,b,Explanation: This comes from the fact that _>1.
Question 638,9. Work done in reversible and isothermal compression is ____ the work done in reversible and adiabatic compression.,a) equal to,b) greater than,c) less than,d) less than or equal to,c,Explanation: We get this from the p-v diagram for compression work in different reversible processes.
Question 639,11. Which of the following relation gives _ .,a) 1/(isothermal compressibility *adiabatic compressibility),b) isothermal compressibility * adiabatic compressibility,c) adiabatic compressibility / isothermal compressibility,d) isothermal compressibility / adiabatic compressibility,d,Explanation: The adiabatic compressibility is defined as (-1/V)*(∂V/∂p). 
Question 640,"1. For a system which undergoes an infinitesimal reversible process between two equilibrium states, the change in internal energy is",a) dU = pdV – TdS,b) dU = TdS + pdV,c) dU = TdS – pdV,d) dU = -TdS – pdV,c,Explanation: This is a basic equation for change in internal energy for an infinitesimal reversible process.
Question 641,2. The energy equation is given by,a) (∂U/∂V) = T*(∂p/∂T) + p,b) (∂U/∂V) = T*(∂p/∂T) – p,c) (∂U/∂V) = -T*(∂p/∂T) – p,d) (∂U/∂V) = p – T*(∂p/∂T),b,Explanation: We get this equation when we substitute the first TdS equation in dU = TdS – pdV and U is taken as a function of T and V.
Question 642,"4. If the temperature is constant, internal energy",a) changes with change in p,b) changes with change in V,c) changes with change in both p and V,d) does not change with change in p or V,d,Explanation: The internal energy of an ideal gas is a function of temperature only.
Question 643,5. The equation dU=Cv*dT holds good for,"a) any process for an ideal gas, even when the volume changes",b) for other substances it is true only when the volume is constant,c) both of the mentioned,d) none of the mentioned,c,"Explanation: For an ideal gas, pV=nRT and T(∂p/∂T) – p =0."
Question 644,"7. If the temperature is constant, enthaply",a) changes with change in p,b) changes with change in V,c) changes with change in both p and V,d) does not change with change in p or V,d,Explanation: The enthaply of an ideal gas is a function of temperature only and does not depend on pressure and volume.
Question 645,8.  The equation dH=Cp*dT holds good for,"a) any process for an ideal gas, even when the pressure changes",b) for other substances it is true only when the pressure is constant,c) both of the mentioned,d) none of the mentioned,c,"Explanation: For an ideal gas, pV=nRT and  V – T(∂V/∂T) =0."
Question 646,9. If u is the energy density then pressure(p) exerted by the black-body radiation in an enclosure is,a) u/2,b) u/3,c) u/4,d) u,b,"Explanation: Here energy density, u=U/V."
Question 647,10. The Stefan-Boltzmann law is given by,a) u = b*(T2),b) u = b*(T3),c) u = b*(T4),d) u = b*T,c,Explanation: Here b is a constant and this equation is derived from the basic energy equation.
Question 648,"11. For a reversible isothermal change of volume, heat to be supplied reversibly to keep temperature constant is given by",a) Q = (4/3)b*(T4)*(_V),b) Q = (2/3)b*(T2)*(_V),c) Q = (1/3)b*(T)*(_V),d) none of the mentioned,a,Explanation: This relation comes from the first TdS equation.
Question 649,"12. If the temperature is half the original temperature, the volume of black-body radiation is to be ____ adiabatically ____ times its original volume for radiation to remain at equilibrium.","a) decreased, four","b) decreased, eight","c) increased, four","d) increased, eight",d,Explanation: This comes form the relation V*(T^3) = constant.
Question 650,"1. A 100L rigid tank contains nitrogen at 3 MPa, 900 K. The tank is then cooled to 100 K. What is the heat transfer for this process?",a) _490.7 kJ,b) _590.7 kJ,c) _690.7 kJ,d) _790.7 kJ,c,"Explanation: V = constant hence work = 0 ; Energy Eq: m(u2 – u1) = 1Q2 – 1W2			 State 1: v1 = 0.0900 m3/kg => m = V/v1 = 1.111 kg, u1 = 691.7 kJ/kg			 State 2: 100 K, v2 = v1 = V/m			 interpolating for v (between 200kPa and 400kPa) we getP2 = 200 + 200 (0.09 – 0.1425)/(0.0681 – 0.1425) = 341 kPa			 u2 = 71.7 + (69.3 – 71.7)(0.09 – 0.1425)/(0.0681 – 0.1425) = 70.0 kJ/kg,			 1Q2 = m(u2 – u1) = 1.111 (70.0 – 691.7) = _690.7 kJ. "
Question 651,"2. A rigid container has 0.75kg water at 1200 kPa, 300°C. Now, the water is cooled to a final pressure of 300 kPa. Find the heat transfer in the process.",a) -2348 kJ,b) -1348 kJ,c) -2148 kJ,d) -1148 kJ,d,"Explanation: Energy Eq.: U2 – U1 = 1Q2 – 1W2 ; V = constant hence work = 0			 State 1: 300°C, 1200 kPa => superheated vapor,thus v = 0.21382 m3/kg, u = 2789.22 kJ/kg			 State 2: 300 kPa and v2 = v1 and v2 < vg two-phase we get T2 = Tsat = 133.55°C			 x2 = (v2 – vf)/v(fg) = (0.21382 – 0.001073)/0.60475 = 0.35179			 u2 = uf + (x2)*u(fg) = 561.13 + x2 1982.43 = 1258.5 kJ/kg			 1Q2 = m(u2 – u1) + 1W2 = m(u2 – u1) = 0.75 (1258.5 – 2789.22) = -1148 kJ. "
Question 652,"3. A cylinder fitted with a piston contains 2kg of superheated R-134a vapour at 100°C, 350 kPa. The cylinder is then cooled so that R-134a remains at constant pressure till it reaches a quality of 75%. Calculate the heat transfer in this process.",a) -174.6 kJ,b) -274.6 kJ,c) -374.6 kJ,d) -474.6 kJ,b,"Explanation: Energy Eq: m(u2 – u1) = 1Q2 – 1W2			 Process: P = constant _ 1W2 =__PdV = P∆V = P(V2 – V1) = Pm(v2 – v1)			 State 1: h1 = (490.48 + 489.52)/2 = 490 kJ/kg			 State 2: h2 = 206.75 + 0.75 _194.57 = 352.7 kJ/kg (350.9 kPa)			 1Q2 = m(u2 – u1) + 1W2 = m(u2 – u1) + Pm(v2 – v1) = m(h2 – h1)			 1Q2 = 2 _ (352.7 – 490) = -274.6 kJ. "
Question 653,"4. Ammonia at 0°C, quality 60% is contained in a 200L tank. The tank and ammonia is now heated to a final pressure of 1 MPa. Determine the heat transfer for the process.",a) 520.75 kJ,b) 620.75 kJ,c) 720.75 kJ,d) 820.75 kJ,c,"Explanation: Energy Eq: m(u2 – u1) = 1Q2 – 1W2			 Process: Constant volume hence 1W2 = 0			 State 1: two-phase state and v1 = 0.001566 + x1 _ 0.28783 = 0.17426 m3/kg			 u1 = 179.69 + 0.6 _ 1138.3 = 862.67 kJ/kg, m = V/v1 = 0.2/0.17426 = 1.148 kg			 State 2: P2 , v2 = v1 superheated vapor _ T2 _ 100°C, u2 _ 1490.5 kJ/kg			 1Q2 = m(u2 – u1) = 1.148(1490.5 – 862.67) = 720.75 kJ. "
