Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 548,Companies that buy raw materials and convert them into finished goods for customers are a part of,manufacturing sector companies,merchandising sector companies,service sector companies,raw material companies,A,No explanation
Question 549,Companies that perform in competitive markets using pricing approach are known as,independent revenue approach,market based approach,dependent revenue approach,cost based approach,B,No explanation
Question 550,If fixed cost is $20000 target operating income is $10000 and contribution margin per unit is $1200 then required units to be sold will be,55 units,45 units,35 units,25 units,D,No explanation
Question 551,Static budget amount is subtracted from actual result to calculate,static budget receipts,static budget deviation,static budget variance,multiple budget variance,C,No explanation
Question 552,In variable costing an effect on cost volume profit relationship is driven by,unit level of sales,unit level of production,unit level of inventory,unit dividends,A,No explanation
Question 553,If an actual manufacturing overhead costs is $485000 and actual total quantity of cost allocation base is 4500 labor hours then overhead rate would be,109.87,$107.78 ,$106.56 ,$104.34 ,B,No explanation
Question 554,Function of plant manager in which he is responsible for new assets investment is termed as,line function,staff function,asset function,investment function,A,No explanation
Question 555,If working capital is $265000 and current liabilities are $378000 then current assets can be,$113000 ,$643000 ,$743000 ,$543000 ,B,No explanation
Question 556,If sales budget variance is $47000 and flexible budget amount is $77000 then static budget amount will be,$144000 ,$134000 ,$124000 ,$30000 ,D,No explanation
Question 557,Point at which control functions and planning of management come together is known as,functioning,variance,variation,deviation,B,No explanation
Question 558,If variable cost per unit is $25 and quantity of units sold is 5000 then total variable cost would be,$155000 ,$125000 ,$135000 ,$145000 ,B,No explanation
Question 559,If break-even number of units are 200 units and fixed cost is $80000 then contribution margin per unit will be,$400 ,$600 ,$800 ,$1000 ,A,No explanation
Question 560,Method which divides support department cost into two dimensions such as fixed and variable cost pool is classified as,sales mix allocation method,dual-rate cost-allocation method,single rate cost allocation method,quantity variance allocation method,B,No explanation
Question 561,Fixed manufacturing cost under variable costing is,inventoriable,non-inventoriable,high dividend,low dividend,B,No explanation
Question 562,In regression analysis if observed cost value is 62 and predicted cost value is 29 then disturbance term would be,33,91,81,43,A,No explanation
Question 563,When prices fall decrease in demand for product when competitors' prices are not met will be called,downward supply spiral,upward supply spiral,downward demand spiral,upward demand spiral,C,No explanation
Question 564,Difference between variable cost per unit and selling price can be classified as,contribution margin per unit,variable margin per unit,selling margin per unit,sale per unit,A,No explanation
Question 565,Factors that accelerate process of refining a costing system include,increase in product diversity,increase in indirect costs,product market competitions,all of above,D,No explanation
Question 566,Employees that are trained to manage bottlenecks during production operations; employee satisfaction are related to,measures of growth and learning,measures of internal business processes,customer measures,financial measures,A,No explanation
Question 567,An amount by which total cost changes with respect to change in level of activity is classified as,activity coefficient,cost coefficient,change coefficient,slope coefficient,D,No explanation
Question 568,An actual selling price is subtracted from budgeted selling price and then multiplied to actual sold units to calculate,profit variance,investment variance,cost variance,selling price variance,D,No explanation
Question 569,A particular term for which specific revenue measurement is required is known as,revenue allocation,revenue object,revenue increment,reciprocal revenue,B,No explanation
Question 570,Graph which plots series of successive observations of specific procedure operation or step at regular time intervals is called,relevant costing diagram,cause and effect diagram,control chart,pareto diagram,C,No explanation
Question 571,Fifth step in process costing system is to,allocate separable costs,allocate joint costs,compute gross margin,assign total cost to completed units,D,No explanation
Question 572,An assumption of specification analysis states: any observation does not belong to any other observation's residual value is classified as,independence of residuals,dependence of residuals,independence of correlation,none of the above,A,No explanation
Question 573,Process of analyzing and reviewing financial records to check integrity of company financial reports is called,internal audit,external audit,functional audit,treasury audit,A,No explanation
Question 574,Most frequently used methods of quantitative analysis include,variable equation,high low method,low high method,constant equation,B,No explanation
Question 575,Timeframe between placement of order until a finished good produces is classified as,customer response time,manufacturing lead time,manufacturing cycle time,both b and c,D,No explanation
Question 576,If current assets are $856000 and working capital is $654500 then current liabilities will be,$501500 ,$401500 ,$201500 ,$301500 ,C,No explanation
Question 577,If residual error is 25 and predicted cost value is 50 then observed cost value would be,100,25,50,75,D,No explanation
Question 578,Process of assigning indirect costs to any specific cost object is known as,economic cost,cost tracing,cost allocation,non-economic costs,C,No explanation
Question 579,If salaries of engineers are $3000 salaries of supervisors are $4000 and equipment leasing cost is $3000 then fixed setup costs will be,$10000 ,$1000 ,$7000 ,$4000 ,A,No explanation
Question 580,In overhead cost variance analysis variable overhead does not include,favorable volume variance,profit volume variance,cost volume variance,production volume variance,D,No explanation
Question 581,Production volume variance under variable costing is ,must,not a must,non-inventoriable,inventoriable,B,No explanation
Question 582,Total manufacturing time is multiplied to manufacturing cycle efficiency to calculate,manufacturing cycle efficiency,value added manufacturing time,responding time,delivery time,B,No explanation
Question 583,Measure which provides feedback on manager's performance considering individual aspects only is classified as,effectively measure,lump sum measure,non-financial measures,financial measures,C,No explanation
Question 584,In an accounting measurement income and investment is divided to calculate,return on sales,investment turnover,residual income,return on investment,D,No explanation
Question 585,In multicollinearity correlation coefficient between two independent variables must be greater than,0.7,0.6,0.5,0.4,A,No explanation
Question 586,Difference between actual quantity use and input quantity for output is multiplied with budgeted price to calculate,efficiency deviation,efficiency variance,budgeted variance,usage variance,B,No explanation
Question 587,Labor which works as forklift truck plant guards and rework labor is classified as,prime overhead,conversion overhead,factory overhead,manufacturing overhead,D,No explanation
Question 588,Number of units are multiplied to per unit price to calculate,multiple budget variable,fixed budget variable,flexible budget variable,constant budget,C,No explanation
Question 589,Inventory of final goods that are not yet sold is called,finished goods inventory,indirect material inventory,direct materials inventory,work in process inventory,A,No explanation
Question 590,Type of outcomes which can never be measured in numerical terms in books of accounts are classified as,expected factors,recorded factors,qualitative factors,quantitative factors,C,No explanation
Question 591,Level of used input to achieve a determined level of output is termed as,efficiency,effectiveness,growth evaluation,performance evaluation,A,No explanation
Question 592,If coefficients are similar for two accounting periods then single cost relationship is estimated with help of,data of fixed cost,cost driver of data,pool of data,cost object of data,C,No explanation
Question 593,An allocation approach in which all overhead entries are restated using actual cost rates in place of budgeted rates is called,unadjusted budget rate approach,adjusted allocation rate approach,unadjusted allocation rate approach,adjusted budget rate approach,B,No explanation
Question 594,Companies that are part of an industry of 'service providers' are,manufacturing sector companies,merchandising sector companies,service sector companies,raw material companies,C,No explanation
Question 595,Relationship between independent variable and dependent variable must be,general ledger,non-achievable,non measureable,economically plausible,D,No explanation
Question 596,An income which a company aims to earn by selling each unit of market offering is classified as,target operating income per unit,target cost per unit,total current full cost,total cost per unit,A,No explanation
Question 597,Systematic evaluation of value chain to reduce costs and high quality to achieve satisfied customers is known as,reverse engineering,value engineering,target engineering,operation engineering,B,No explanation
Question 598,Flexible budget variance is subtracted from actual cost to calculate,flexible budget cost,flexible investment cost,static budget cost,static variable cost,A,No explanation
Question 599,If budgeted price of input is $50 actual quantity of input is 150 units and allowed budgeted quantity of input is 60 units then efficiency variance will be,$4500 ,$3500 ,$2500 ,$1500 ,A,No explanation
Question 600,In adjustment issues of costing database must contain reliable measure of,fixed cost driver,cost driver and cost,cost driver and object,mixed cost driver,B,No explanation
Question 601,Type of accounting which reports financial and non-financial data about cost of material and acquiring of resources is classified as,material accounting,cost accounting,supplies accounting,business accounting,B,No explanation
Question 602,If difference in costs is $7000 and difference in machine hours of is $18000 then slope coefficient would be,2.571,0.39,0.2571,3.39,B,No explanation
Question 603,In accounting resources sacrifice for achieving or fulfill specific objective is known as,source cost,sacrifice cost,treated cost,cost,D,No explanation
Question 604,If budgeted cost in indirect cost pool is $144500 and total quantity of cost allocation base is $165500 then budgeted indirect cost rate will be,67.30%,87.31%,55.50%,45.50%,B,No explanation
Question 605,In a joint process of production two or more products that yield high volume of sales as compared to total sales of other products are classified as,split off product,joint product,sunk product,main product,B,No explanation
Question 606,Costs incur for defective products before their shipment to customers can be categorized as,prevention costs,external failure costs,appraisal costs,internal failure costs,D,No explanation
Question 607,Costs that are incurred to prevent low quality goods production are classified as,costs of quality,costs of learning,costs of reengineering,costs of spoilage inventory,A,No explanation
Question 608,Decisions made by company which products to manufacture and sell and in what quantities of many product lines are called,incremental decisions,outsource decisions,product mix decisions,in-source decisions,C,No explanation
Question 609,Costs which are considered as expenses in accounting period are also known as,inventory costs,period costs,timed costs,labor overheads,B,No explanation
Question 610,If target net income is $36000 and tax rate is 40% then target operating income will be,$10000 ,$20000 ,$40000 ,$60000 ,D,No explanation
Question 611,Budget which calculates expected revenues and expected costs based on actual output quantity is named as,flexible budget,fixed budget,variable budget,multiplied budget,A,No explanation
Question 612,In adjustment issues and data collection inflation affects the,cost driver and cost,cost object and cost,heterogeneous cost,homogenous cost,A,No explanation
Question 613,Health care premium for workers and pension costs are included in,payroll fringe costs,health costs,premium costs,workers costs,A,No explanation
Question 614,All costs which are assigned to manufactured products for specific calculations are classified as,contracting costs,product cost,government costs,marketing costs,B,No explanation
Question 615,Higher level of production leads to,higher repair cost,higher setup cost,lower repair cost,higher setup cost,A,No explanation
Question 616,Set of all occurrences that may happen in near future or in any other fixed time are called,events,distribution,outcome,actions,A,No explanation
Question 617,Type of accounting which focuses on whom should be asked for information and whom not will be categorized as,focused accounting,responsibility accounting,information accounting,blame accounting,B,No explanation
Question 618,If beginning work in process inventory units are 2600 units started are 9000 ending work in process units are 2300 and completed good units are 8000 then total spoilage will be,1200 units,990 units,1100 units,1000 units,C,No explanation
Question 619,Production of goods or services that can be bought from outside suppliers is classified as,idle sourcing,sunk sourcing,outsourcing,in-sourcing,D,No explanation
Question 620,Normal activity range in which there is relationship between activity and costs is classified as,relevant range,irrelevant range,cause range,effective range,A,No explanation
Question 621,Capacity of company which considers operating interruptions such as holiday shutdown and maintenance time is called,standard capacity,actual capacity,practical capacity,theoretical costing,C,No explanation
Question 622,Method of estimation of cost function by making opinions and analysis about cost and cost drivers is classified as,conference method,inference method,pricing method,manufacturing method,A,No explanation
Question 623,Forth step in process costing system is to,summarize total costs,compute cost for each equivalent unit,summarize flow of output,compute output in units,B,No explanation
Question 624,If variable overhead flexible budget variance is $37000 and flexible budget amount is $10000 then actual incurred costs would be,$27000 ,$25000 ,$47000 ,$57000 ,C,No explanation
Question 625,An efficiency variance is subtracted from actual input quantity to calculate,actual quantity manufactured,budgeted quantity manufactures,budgeted quantity sold,budgeted input quantity,D,No explanation
Question 626,Procedure of assigning direct cost to any cost abject is classified as,sales allocation,cost tracing,cost allocation,sales tracing,C,No explanation
Question 627,In super variable costing all costs other than direct material costs are recorded in period,of incurring,of sale,of manufacturing,of indirect recording,A,No explanation
Question 628,All salaries are paid to supervisors and engineers and cost of leasing equipment are classified as,variable setup costs,fixed setup costs,variable batch costs,fixed batch costs,B,No explanation
Question 629,Joint cost allocation method for joint products which is based on achievable value is known as,joint products value at split off method,main product cost at split off method,Gross realizable value method,net realizable value method,D,No explanation
Question 630,Cost such as dispose value of an old machine is $6000 is classified as,irrelevant,depreciated cost,salvages,relevant,D,No explanation
Question 631,Within relevant range cost function in which cost does not change in narrow ranges of activity is called,fixed cost function,variable cost function,step variable cost function,step fixed cost function,C,No explanation
Question 632,Any output that has total positive sales is a,joint product,main product,product,all of above,D,No explanation
Question 633,Cash receipts are added in to beginning cash balance to calculate,total goods manufactured,total cash available,total revenue,total goods sold,B,No explanation
Question 634,Companies in industry that purchase finished goods and further sell products into market are classified as,service sector companies,raw material companies,manufacturing sector companies,merchandising sector companies,D,No explanation
Question 635,Costs which are related to different functions of value chain of company such as marketing and manufacturing costs are considered as,value costs,future function costs,business function costs,sunk function costs,C,No explanation
Question 636,If an actual indirect cost incurred is $25000 and indirect cost allocated is $23000 then over allocated indirect cost would be,$48000 ,‰öÕ$2000,$2000 ,‰öÕ$48000,C,No explanation
Question 637,In linear cost function which is y=a + bx objective is to find the,values of a and b,values of x and y,values of a and x,values of b and y,A,No explanation
Question 638,An actual cost is subtracted from flexible budget cost to calculate,positive cost variance,negative cost variance,flexible budget variance,flexible cost variance,C,No explanation
Question 639,Fourth step in development of operating budget is to,identify variable overhead cost,compute the per unit rate,choose the budgeting period,select allocation bases,B,No explanation
Question 640,Capacity utilization of business to satisfy average customer demand over a specific period of time is classified as,seasonal capacity utilization,normal capacity utilization,standard capacity utilization,theoretical capacity utilization,B,No explanation
Question 641,In customer cost hierarchy costs of all activities incurred to sell group of units to end consumers are classified as,customer sustaining costs,customer output unit-level costs,customer batch-level costs,corporate sustaining costs,C,No explanation
Question 642,Statistical method used to measure average change in dependent variable with respect to change of one unit in independent variable is called,times series method,time horizon method,aggression method,regression method,D,No explanation
Question 643,If direct material cost is $5500 and prime cost is $25000 then direct manufacturing labor would be,$19500 ,$30500 ,$45500 ,$22500 ,A,No explanation
Question 644,Cost pool category which have similar cause and effect relationship with each cost driver uses as an allocation base is classified as,heterogeneous price pool,homogenous cost pool,heterogeneous cost pool,homogenous price pool,B,No explanation
Question 645,If an actual quantity of cost allocation base is $48000 and budgeted quantity of cost allocation base is $28000 then variable overhead efficiency variance would be,$20000 ,$76000 ,$86000 ,$96000 ,A,No explanation
Question 646,If static budget is $405000 and flexible budget amount is $620000 then sales budget variance will be,$215000 ,$315000 ,$415000 ,$515000 ,A,No explanation
Question 647,Type of outcomes that can be measured in numerical terms are classified as,qualitative factors,quantitative factors,expected factors,recorded factors,B,No explanation
Question 648,If contribution margin per unit is $40 per unit and selling price is $200 then contribution margin percentage would be,20%,10%,22%,16%,A,No explanation
Question 649,Low level managers in organizations are to make decisions about,net income irrelevancy,operating income maximization,operating income minimization,operating income relevancy,B,No explanation
Question 650,If gross margin is $9000 and cost of goods sold is $8000 then revenue will be,$1000 ,‰öÕ$1000,$17000 ,‰öÕ$17000,C,No explanation
Question 651,Second step in decision making process is,multi-collinearity information,quantitative information,qualitative analysis,obtaining information,D,No explanation
Question 652,In Variable Costing Method fixed manufacturing cost in calculation period is treated as,variable quantity,fixed quantity,price,expense,D,No explanation
Question 653,If per unit budgeted per unit cost is $165 and budgeted production units are 400 then fixed budgeted manufacturing costs will be,$36000 ,$66000 ,$56000 ,$46000 ,B,No explanation
Question 654,An approach in which managers use resources to increase customer value is classified as,help management,cost management,past management,future management,B,No explanation
Question 655,Costing method which calculates per equivalent unit cost of all production related work done till calculated date is termed as,weighted average method,net present value method,Gross production method,net present value method,A,No explanation
Question 656,Economic results that are predicted for possible combinations of events are classified as,margin,distribution,collection,outcome,D,No explanation
Question 657,If contribution margin per unit is $800 and selling price is $20000 then contribution margin percentage will be,17%,14%,4%,25%,C,No explanation
Question 658,Formula to calculate contribution margin is,revenue - all variable cost,revenue + all variable cost,cost + revenue,revenue - breakeven units,A,No explanation
Question 659,In activity based costing method implementation indirect costs are allocated by using the,no cost pool,One or two cost pools,sustained tracing,support tracing,B,No explanation
Question 660,If contribution margin is $15000 and units sold are 500 units then contribution margin per unit would be,$20 per unit,$30 per unit,$50 per unit,$40 per unit,B,No explanation
Question 661,Number of purchase orders for each year is multiplied to relevant ordering cost for each purchase order to calculate,annual irrelevant ordering costs,annual relevant carrying costs,annual relevant ordering costs,annual irrelevant carrying costs,C,No explanation
Question 662,In manufacturing companies variable costing method is also classified as,direct costing,indirect costing,total costing,One factor costing,A,No explanation
Question 663,Difference between an actual budget and corresponding amount in static budget is classified as,correspondent budget,full budget variance,methodology variance,static budget variance,D,No explanation
Question 664,If budget sales units are 2000 an ending inventory is 3000 units and beginning inventory is 1000 then budget production would be,6000 units,4000 units,no units,8000 units,B,No explanation
Question 665,In an accounting system document which supports journal entries is classified as,cost document,priced document,source document,direct document,C,No explanation
Question 666,If an actual input price is $70 and budgeted input price is $40 then price variance will be,$120 ,$50 ,$110 ,$30 ,D,No explanation
Question 667,If an actual result is $5500 and corresponding amount of flexible budget on basis of actual level of output is $3500 then flexible budget variance will be,$2500 ,$5500 ,$3500 ,$2000 ,D,No explanation
Question 668,If flexible budget amount is $7500 and sales volume variance is $6500 then static budget amount would be,$7500 ,$6500 ,$1000 ,$10000 ,C,No explanation
Question 669,Budget which highlights difference between actual quantity and budgeted quantity is termed as,actual cost budget,flexible budget variance,inflexible budget,hourly budget,B,No explanation
Question 670,If fixed cost is $10000 target operating income is $8000 and contribution margin per unit is $900 then required units to be sold will be,45 units,30 units,20 units,52 units,C,No explanation
Question 671,If revenues are $85000 and throughput contribution is $63700 then direct material cost of goods sold will be,$21300 ,$148700 ,$138700 ,$118700 ,A,No explanation
Question 672,Manager who is responsible for investments of company its costs and revenues is known as,profit center,investment center,cost center,revenue center,B,No explanation
Question 673,Residual material which results from manufacturing products is called,reduced work,spoilage,rework,scrap,D,No explanation
Question 674,If budgeted total cost in fixed overhead is $465200 and budgeted total quantity is $8750 then budgeted fixed overhead cost per unit will be,$83.17 ,$73.17 ,$53.17 ,$63.17 ,C,No explanation
Question 675,An example of customer perspective in balanced scorecard is,employee turnover rates,operating capabilities and number of patents,operating income and revenue growth,customer satisfaction and market share,D,No explanation
Question 676,If flexible budget amount is $27000 and flexible budget variance is $12000 then actual result amount would be,$27000 ,$15000 ,$39000 ,$49000 ,C,No explanation
Question 677,If budgeted indirect cost arte is $115 and budgeted cost allocation base is $830 per hour then annual indirect cost (budgeted) will be,$93450 ,$94560 ,$96450 ,$95450 ,D,No explanation
Question 678,Capacity level of operations which is less than theoretical capacity is considered as,practical capacity,theoretical costing,standard capacity,actual capacity,A,No explanation
Question 679,Variance which is included in absorption costing but not in variable costing is classified as,production volume variance,cost volume variance,profit volume variance,fixed cost variance,A,No explanation
Question 680,Considering two fiscal years 2013 and 2014 if selling price in 2013 and 2014 is $55 and $60 per unit respectively and actual units sold in 2013 are 25000 units then revenue effect of price recovery will be,$14500 ,$135000 ,$125000 ,$12500 ,C,No explanation
Question 681,Contribution margin per unit is divided by selling price of product to calculate,selling margin percentage,cost margin percentage,discount percentage,contribution margin percentage,D,No explanation
Question 682,Use of variables to signal whether strategies are effective or ineffective is classified as,evaluating strategy,performing strategy,warned strategy,weighted strategy,A,No explanation
Question 683,Line which uses to join observations with lower and highest values of cost driver is called,straight line,curved line,horizontal line,vertical line,A,No explanation
Question 684,Costs that are not incorporated in accounting records but are recognized in different situations are classified as,congruent costs,imputed costs,operating costs,transfer costs,B,No explanation
Question 685,For increasing sales decrease in selling price below selling price list is known as,partial discount,corporate discount,treasury discount,price discount,D,No explanation
Question 686,Variable cost is subtracted from fixed costs to calculate,unit income,fixed income,operating income,marginal income,C,No explanation
Question 687,Costing system which omits some of journal entries in accounting system is known as,in-time costing,trigger costing,back flush costing,lead time costing,C,No explanation
Question 688,If budgeted annual manufacturing indirect cost is $2250000 and cost allocation base is 2800 labor hour then budgeted manufacturing overhead rate will be,$803.571 per labor hour,$805 per labor hour,$905 per labor hour,$802 per labor hour,A,No explanation
Question 689,Fixed cost is divided to contribution margin to calculate,breakeven revenue,total revenue,fixed revenue,variable revenue,A,No explanation
Question 690,Costing which explains how and when scrap affects operating income of company is classified as,inventory costing,conversion costing,normal scrap costing,abnormal scrap costing,A,No explanation
Question 691,If an actual result is $50000 and static budget variance is $25000 then static budget amount will be,$75000 ,$25000 ,$35000 ,$45000 ,B,No explanation
Question 692,If margin of safety is $25000 and budgeted revenue is $45000 then margin of safety in percentage will be,55.56%,25.50%,28%,45.00%,A,No explanation
Question 693,Of cost allocation base difference between actual and budgeted variable overhead cost multiplied by actual quantity for actual output is classified as,variable overhead spending variance,fixed overhead spending variance,constant spending variance,potential spending variance,A,No explanation
Question 694,If actual price input is $500 budgeted price of input is $300 and actual quantity of input is 50 units then price variance would be,$4000 ,$6000 ,$8000 ,$10000 ,D,No explanation
Question 695,If an actual result is $250000 and static budget amount is $150000 then static budget variance for operating income will be,$400000 ,$500000 ,$100000 ,$600000 ,C,No explanation
Question 696,Costs that behaves as irrelevant costs in process of decision making are classified as,past costs,future costs,expected costs,sunk costs,A,No explanation
Question 697,If fixed budgeted manufacturing cost is $35000 and budgeted production units are 7000 then budgeted fixed manufacturing cost per unit will be,$20 ,$5 ,$10 ,$15 ,B,No explanation
Question 698,An amount of additional cost incurred for any particular activity is classified as,incremental cost,differential cost,dependent cost,independent cost,A,No explanation
Question 699,An organizational practice according to which decision making freedom is available to lower level managers is known as,decentralization,centralization,autonomy of effort,congruency,A,No explanation
Question 700,Way an organization matches its capabilities with available opportunities to accomplish its goals is called,elasticity incurrence,off shoring,strategy,engineering,C,No explanation
Question 701,Products or services that are transferred between different subunits of a company are classified as,mobile products,dysfunctional products,intermediate product,territorial product,C,No explanation
Question 702,An engineering of products or detailed planning of products or services is called,product design,research steps,useful chain,value added,A,No explanation
Question 703,Point in joint production process in which two or more products are separately identifiable is termed as,step down point,incremental point,split off point,inseparability point,C,No explanation
Question 704,Major approaches to make decisions about pricing include,market based,sunk cost,cost based,both a and c,D,No explanation
Question 705,A technique which minimizes sum of squared vertical difference to determine regression line is considered as,negative square technique,positive square technique,least square technique,most square technique,C,No explanation
Question 706,If total number of employees surveyed are 200 and employees that indicate higher rating for satisfaction are 195 then employee satisfaction would be,94%,93%,95%,97.50%,D,No explanation
Question 707,In Regression Analysis if an observed cost value is 85 and disturbance error is 25 then predicted cost value will be,110,125,60,70,C,No explanation
Question 708,Direct labor salary outlays and direct material purchases are classified as,price disbursements,cash disbursements,budget disbursements,goods disbursements,B,No explanation
Question 709,Better fit between estimated cost and actual observations is represented by,variable residual terms,smaller residual terms,larger residual terms,zero residual terms,B,No explanation
Question 710,Which is considered as most stable measure of capacity utilization?,spiral capacity,supply capacity,demand capacity,practical capacity,D,No explanation
Question 711,A desire of an individual to give good performance for self-satisfaction is known as,intrinsic motivation,extrinsic motivation,monetary motivation,bounded motivation,A,No explanation
Question 712,If an unexplained variation is 456870 and total variation is 955000 then coefficient of determination will be,0.4528,0.4783,0.5216,0.5425,C,No explanation
Question 713,In Regression Analysis testing of assumptions if these are true or not is classified as,weighted analysis,average analysis,significance analysis,specification analysis,D,No explanation
Question 714,On-time performance and customer-response time are examples of,customer measures,financial measures,measures of growth and learning,measures of internal business processes,A,No explanation
Question 715,If fixed overhead allocated for actual output unit is $9800 and budgeted fixed overhead is $22000 then production volume variance would be,$31800 ,$12300 ,$12200 ,$41800 ,C,No explanation
Question 716,Standard quantity of input used for achieved output which is multiplied to standard prices to calculate variable direct manufacturing cost in,output costing,standard costing,achieved costing,input costing,B,No explanation
Question 717,Segment of subunit of company whose manager is responsible for specific set of instructions and activities perform is classified as,subunit center,instruction center,responsibility center,activity segment,C,No explanation
Question 718,In estimation of cost functions variations in a single activity level represents the,related total costs,related fixed cost,related variable cost,related per unit cost,A,No explanation
Question 719,Sum of returned working capital and net initial investment is divided by 2 to calculate,increase in operating income,average investment over five years,average capital invested,average rate of return,B,No explanation
Question 720,If cost per unit is $50 and total number of units manufactured in company are 5000 then total manufacturing cost will be,$220000 ,$232000 ,$250000 ,$25000 ,C,No explanation
Question 721,Master budget which is based on planned output level at start of budget period is considered as,static budget,varied budget,marketing budget,methodological budget,A,No explanation
Question 722,Variance is solely because of difference between budgeted quantity and the,flexible hours,actual cost,actual quantity,actual price,C,No explanation
Question 723,Customer sustaining costs customer batch-level costs and customer output-unit level costs are classified as,customer level indirect costs,customer level direct costs,corporate level direct costs,corporate level indirect costs,A,No explanation
Question 724,Direct manufacturing labor costs is $40000 and manufacturing overhead cost is $7000 then conversion cost would be,$47000 ,$33000 ,$57000 ,$18000 ,A,No explanation
Question 725,In a normal accounting period allocated amount of indirect cost is $2000 and actual amount is $2200 it classified as,over allocated budget,under allocated budget,under allocated indirect cost,over allocated direct cost,A,No explanation
Question 726,Fixed cost is $25000 and breakeven revenue is $95000 then contribution margin will be,$32 ,$30 ,$25 ,$26.31 ,B,No explanation
Question 727,Number of units are 5000 and per unit price is $60 then flexible budget variable would be,$5000000 ,$3000000 ,$2000000 ,$1000000 ,B,No explanation
Question 728,Budgeted quantity of output unit is 250 and budgeted overhead fixed cost is $150 then budgeted fixed overhead output unit will be,$67500 ,$57500 ,$47500 ,$37500 ,D,No explanation
Question 729,Project's expected monetary loss or gain by discounting all cash outflows and inflows using required rate of return is classified as,net present value,net future value,net discounted value,net recorded cash value,A,No explanation
Question 730,In production variables such as level of activity or volume of company activity are known as,cost drivers,timed drivers,variable drivers,fixed drivers,A,No explanation
Question 731,In today's global world an outsourcing of products or services from lower cost countries is classified as,differential in-sourcing,off-shoring,incremental outsourcing,differential outsourcing,B,No explanation
Question 732,If target operating income is $84000 and contribution margin per unit is $600 then number of units must be sold to earn targeted operating income will be,100 units,110 units,120 units,140 units,D,No explanation
Question 733,Decision model to calculate optimal quantity of inventory to be ordered is called,efficient order quantity,economic order quantity,rational order quantity,optimized order quantity,B,No explanation
Question 734,Third step in developing operating budget is to,choose the budgeting period,select allocation bases,identify variable overhead cost,compute the per unit rate,C,No explanation
Question 735,An estimated coefficient which indicates degree by which estimated values are affected by random factors is known as,standard error of estimated coefficient,weighted error of estimated coefficient,average of estimated coefficient,variance of estimated coefficient,A,No explanation
Question 736,Regression Analysis Method of quantitative analysis of cost function considers,all data points,One data point,Two data points,Four data points,A,No explanation
Question 737,Costs incurred in production process that yield range of products simultaneously are known as,separable costs,joint costs,main costs,split off costs,B,No explanation
Question 738,Means of collecting and using information to coordinate decision and planning through an organization are termed as,customer control system,business control system,financial control system,management control systems,D,No explanation
Question 739,At break-even point an operating income must be equal to,$3000 ,$2000 ,$1000 ,zero,D,No explanation
Question 740,Type of accounting which measures reports and analysis of non-financial and financial information to help in decision making is called,financial accounting,management accounting,cost accounting,decision accounting,B,No explanation
Question 741,If flexible budget amount is $82000 and actual result is $45000 then flexible budget amount will be,$97000 ,$87000 ,$27000 ,$37000 ,D,No explanation
Question 742,In manufacturing settings budgeted fixed overhead rate is classified as,production numerator level,production denominator level,production cost level,production fixed level,B,No explanation
Question 743,Which of following is an example of revenue center?,sales department,investing center,marketing department,segment department,A,No explanation
Question 744,Rate of required return to cover risk of investment in absence of inflation is classified as,real rate of return,required rate of return,nominal rate of return,none of above,A,No explanation
Question 745,Which of following is an example of internal business perspective in balanced scorecard?,employee turnover rates,operating capabilities and number of patents,operating income and revenue growth,customer satisfaction and market share,B,No explanation
Question 746,Support department cost allocation method which makes no difference between variable and fixed costs is classified as,sales mix allocation method,dual-rate cost-allocation method,single rate cost allocation method,quantity variance allocation method,C,No explanation
Question 747,Annual earned income is divided from a project by capital invested to calculate,accrual accounting rate of return,returned working capital,increase in expected average annual,decrease in expected average annual,A,No explanation
Question 748,If difference between costs linked to highest and lowest observation of cost driver is $36000 and observation of cost driver is 30 machine hours then slope coefficient would be,$1200 ,$1400 ,$1600 ,$1800 ,A,No explanation
Question 749,Percentage of overall gross margin is multiplied to final sales value of products total production is used to calculate,Gross margin in terms of amount of money,Gross margin in terms of separable costs,Gross margin in terms of total cost,Gross margin in terms of labor cost,A,No explanation
Question 750,Department which provides assisting services to internal departments is classified as,supply department,support department,production department,allocation base department,B,No explanation
Question 751,If breakeven revenue is $360000 and revenue per bundle is $12000 then number of bundles to be sold to breakeven can be,52 bundles,48 bundles,45 bundles,30 bundles,D,No explanation
Question 752,Costs that are unavoidable and remain unchanged no matter what done are classified as,sunk costs,bunked costs,unrecorded costs,recorded costs,A,No explanation
Question 753,Types of costs of quality consist of,appraisal costs,internal and external failure costs,prevention costs,all of above,D,No explanation
Question 754,If direct material cost is $85000 and direct manufacturing labor is $25000 then prime cost would be,$13500 ,$55600 ,$60000 ,$110000 ,D,No explanation
Question 755,In quantitative analysis of estimating cost function last and foremost step is to,evaluate variable driver,evaluate cost driver,evaluate price driver,evaluate demand driver,B,No explanation
Question 756,If fixed cost is $15000 and breakeven revenue is $45000 then contribution margin will be,33.34%,43.34%,23%,25%,A,No explanation
Question 757,If contribution margin is $72000 and operating income is $12000 then degree of operating leverage would be,8,7,6,5,C,No explanation
Question 758,Price variance for direct manufacturing labor is referred as,direct variance,rate variance,labor variance,manufacturing variance,B,No explanation
Question 759,Balanced scorecard perspective which measures strategy profitability and amount of operating income results from cost reduction is classified as,learning perspective,financial perspective,internal business process perspective,customer perspective,B,No explanation
